tree_id,split,n_dets,n_sides_observed,naive_B1,gt_B1,maxside_B1,naive_B2,gt_B2,maxside_B2,naive_B3,gt_B3,maxside_B3,naive_B4,gt_B4,maxside_B4,b3frac_naive,b4frac_naive,area_mean,area_p90,area_p10,M01_B1,M01_err_B1,M01_B2,M01_err_B2,M01_B3,M01_err_B3,M01_B4,M01_err_B4,M01_within1,M03_B1,M03_err_B1,M03_B2,M03_err_B2,M03_B3,M03_err_B3,M03_B4,M03_err_B4,M03_within1,M05_B1,M05_err_B1,M05_B2,M05_err_B2,M05_B3,M05_err_B3,M05_B4,M05_err_B4,M05_within1,M06_B1,M06_err_B1,M06_B2,M06_err_B2,M06_B3,M06_err_B3,M06_B4,M06_err_B4,M06_within1,M07_B1,M07_err_B1,M07_B2,M07_err_B2,M07_B3,M07_err_B3,M07_B4,M07_err_B4,M07_within1
DAMIMAS_A21B_0012,test,16,4,3,1,1,2,2,1,7,4,2,4,2,2,0.4375,0.25,0.00606470467125,0.0078417721355,0.0041032071615,1,0,1,-1,4,0,2,0,True,1,0,1,-1,4,0,2,0,True,2,1,1,-1,4,0,2,0,True,2,1,1,-1,4,0,2,0,True,2,1,1,-1,4,0,2,0,True
DAMIMAS_A21B_0013,val,17,4,0,0,0,2,1,1,8,4,3,7,4,2,0.47058823529411764,0.4117647058823529,0.003359569807,0.00487632,0.0016015876042000002,0,0,1,0,4,0,4,0,True,0,0,1,0,4,0,4,0,True,0,0,1,0,4,0,4,0,True,0,0,1,0,4,0,4,0,True,0,0,1,0,4,0,4,0,True
DAMIMAS_A21B_0014,test,18,4,2,1,1,2,1,1,8,4,3,6,3,3,0.4444444444444444,0.3333333333333333,0.006553316796888888,0.0117220345312,0.0031533407031000002,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True
DAMIMAS_A21B_0015,test,26,4,3,1,1,2,1,1,14,7,4,7,4,3,0.5384615384615384,0.2692307692307692,0.006496044661423079,0.012107732552,0.002868640625,2,1,1,0,7,0,4,0,True,2,1,1,0,7,0,4,0,True,2,1,1,0,7,0,4,0,True,2,1,1,0,7,0,4,0,True,2,1,1,0,7,0,4,0,True
DAMIMAS_A21B_0016,train,8,4,1,1,1,0,0,0,7,4,3,0,0,0,0.875,0.0,0.012135613606750001,0.01768290125,0.009076894687500002,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True
DAMIMAS_A21B_0017,train,17,4,0,0,0,2,1,1,6,3,2,9,4,3,0.35294117647058826,0.5294117647058824,0.008205790686235295,0.015692868750000002,0.0035963349999999995,0,0,1,0,3,0,5,1,True,0,0,1,0,3,0,5,1,True,0,0,1,0,3,0,5,1,True,0,0,1,0,3,0,5,1,True,0,0,1,0,3,0,5,1,True
DAMIMAS_A21B_0018,train,11,4,2,1,1,0,0,0,7,3,2,2,1,1,0.6363636363636364,0.18181818181818182,0.005653419507545454,0.007183432552,0.004073117448,1,0,0,0,4,1,1,0,True,1,0,0,0,4,1,1,0,True,1,0,0,0,4,1,1,0,True,1,0,0,0,4,1,1,0,True,1,0,0,0,4,1,1,0,True
DAMIMAS_A21B_0019,train,25,4,4,2,2,0,0,0,15,8,4,6,3,2,0.6,0.24,0.00606989904168,0.0088112161458,0.0036126707292,2,0,0,0,8,0,3,0,True,2,0,0,0,8,0,3,0,True,2,0,0,0,8,0,3,0,True,2,0,0,0,8,0,3,0,True,2,0,0,0,8,0,3,0,True
DAMIMAS_A21B_0020,train,16,4,2,1,1,2,1,1,7,4,2,5,3,2,0.4375,0.3125,0.00856742530925,0.012378386849,0.005654295052,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True,1,0,1,0,4,0,3,0,True
DAMIMAS_A21B_0021,test,21,4,6,3,2,0,0,0,9,5,3,6,4,2,0.42857142857142855,0.2857142857142857,0.005245836904761906,0.007908476822999999,0.00129880625,3,0,0,0,5,0,4,0,True,3,0,0,0,5,0,3,-1,True,3,0,0,0,5,0,3,-1,True,3,0,0,0,5,0,3,-1,True,3,0,0,0,5,0,3,-1,True
DAMIMAS_A21B_0022,test,16,4,0,0,0,2,1,1,10,5,4,4,2,2,0.625,0.25,0.0051663251465,0.0086609046875,0.0025138372395000002,0,0,1,0,5,0,2,0,True,0,0,1,0,5,0,2,0,True,0,0,1,0,5,0,2,0,True,0,0,1,0,5,0,2,0,True,0,0,1,0,5,0,2,0,True
DAMIMAS_A21B_0023,train,16,4,2,1,1,6,3,2,8,5,3,0,0,0,0.5,0.0,0.00800537622075,0.0113086071615,0.004628966146,1,0,3,0,4,-1,0,0,True,1,0,3,0,4,-1,0,0,True,1,0,3,0,4,-1,0,0,True,1,0,3,0,4,-1,0,0,True,1,0,3,0,4,-1,0,0,True
DAMIMAS_A21B_0024,train,20,4,3,1,1,0,0,0,11,6,4,6,3,2,0.55,0.3,0.00947033670575,0.012877981823000002,0.006431682578199999,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True
DAMIMAS_A21B_0025,train,12,4,3,1,1,2,1,1,7,5,2,0,0,0,0.5833333333333334,0.0,0.009736875694416666,0.0165886729427,0.0044497064843,1,0,1,0,4,-1,0,0,True,1,0,1,0,4,-1,0,0,True,2,1,1,0,4,-1,0,0,True,2,1,1,0,4,-1,0,0,True,2,1,1,0,4,-1,0,0,True
DAMIMAS_A21B_0026,val,13,4,0,0,0,2,1,1,8,4,3,3,2,1,0.6153846153846154,0.23076923076923078,0.006680776181923077,0.008645839791600001,0.0032474189584,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True
DAMIMAS_A21B_0027,train,21,4,7,3,2,0,0,0,11,6,3,3,2,2,0.5238095238095238,0.14285714285714285,0.008400972259428572,0.013848463802,0.00375975,4,1,0,0,6,0,2,0,True,4,1,0,0,6,0,2,0,True,4,1,0,0,6,0,2,0,True,4,1,0,0,6,0,2,0,True,4,1,0,0,6,0,2,0,True
DAMIMAS_A21B_0028,val,21,4,0,0,0,1,1,1,11,5,4,9,6,3,0.5238095238095238,0.42857142857142855,0.010645222123,0.012815820573,0.006648760676999999,0,0,1,0,6,1,5,-1,True,0,0,1,0,6,1,5,-1,True,0,0,1,0,6,1,5,-1,True,0,0,1,0,6,1,5,-1,True,0,0,1,0,6,1,5,-1,True
DAMIMAS_A21B_0029,train,23,4,2,1,1,6,2,2,10,5,3,5,2,2,0.43478260869565216,0.21739130434782608,0.006039515953347826,0.0113972952604,0.0023515425,1,0,3,1,5,0,3,1,True,1,0,3,1,5,0,3,1,True,1,0,3,1,5,0,3,1,True,1,0,3,1,5,0,3,1,True,1,0,3,1,5,0,3,1,True
DAMIMAS_A21B_0030,train,13,4,0,0,0,0,0,0,9,5,3,4,3,2,0.6923076923076923,0.3076923076923077,0.009429735136230768,0.019158895000000002,0.0032619216668000003,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True
DAMIMAS_A21B_0031,train,13,4,0,0,0,2,1,1,8,4,3,3,2,2,0.6153846153846154,0.23076923076923078,0.009400346774846153,0.017883493750000007,0.0040588670314,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True,0,0,1,0,4,0,2,0,True
DAMIMAS_A21B_0032,train,22,4,4,2,1,2,1,1,10,5,3,6,3,2,0.45454545454545453,0.2727272727272727,0.011021660286454545,0.016928348750000002,0.007131916380199999,2,0,1,0,5,0,3,0,True,2,0,1,0,5,0,3,0,True,2,0,1,0,5,0,3,0,True,2,0,1,0,5,0,3,0,True,2,0,1,0,5,0,3,0,True
DAMIMAS_A21B_0033,train,18,4,0,0,0,0,0,0,16,8,4,2,2,1,0.8888888888888888,0.1111111111111111,0.0056795219039444435,0.008584681484400001,0.0031939166406,0,0,0,0,8,0,1,-1,True,0,0,0,0,8,0,1,-1,True,0,0,0,0,8,0,1,-1,True,0,0,0,0,8,0,1,-1,True,0,0,0,0,8,0,1,-1,True
DAMIMAS_A21B_0034,train,16,4,0,0,0,2,1,1,6,3,2,8,6,3,0.375,0.5,0.005247122265625,0.008331246224,0.00251953125,0,0,1,0,3,0,4,-2,False,0,0,1,0,3,0,4,-2,False,0,0,1,0,3,0,4,-2,False,0,0,1,0,3,0,4,-2,False,0,0,1,0,3,0,4,-2,False
DAMIMAS_A21B_0035,train,13,4,0,0,0,9,7,4,4,2,2,0,0,0,0.3076923076923077,0.0,0.006051231590538462,0.0107308105728,0.0032787952604,0,0,5,-2,2,0,0,0,False,0,0,5,-2,2,0,0,0,False,0,0,5,-2,2,0,0,0,False,0,0,5,-2,2,0,0,0,False,0,0,5,-2,2,0,0,0,False
DAMIMAS_A21B_0036,train,15,4,0,0,0,2,1,1,13,7,4,0,0,0,0.8666666666666667,0.0,0.0103705135764,0.013817416249999999,0.0069398012500000005,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True
DAMIMAS_A21B_0037,val,21,4,0,0,0,5,3,2,11,5,3,5,3,2,0.5238095238095238,0.23809523809523808,0.006129719308047619,0.009309921354,0.0039258,0,0,3,0,6,1,3,0,True,0,0,3,0,6,1,3,0,True,0,0,3,0,6,1,3,0,True,0,0,3,0,6,1,3,0,True,0,0,3,0,6,1,3,0,True
DAMIMAS_A21B_0038,val,21,4,4,2,1,0,0,0,9,5,3,8,5,3,0.42857142857142855,0.38095238095238093,0.004881844109619048,0.007069448698,0.0033618375,2,0,0,0,5,0,5,0,True,2,0,0,0,5,0,4,-1,True,2,0,0,0,5,0,4,-1,True,2,0,0,0,5,0,4,-1,True,2,0,0,0,5,0,4,-1,True
DAMIMAS_A21B_0039,test,15,4,3,2,1,9,5,3,3,2,2,0,0,0,0.2,0.0,0.008281785920133334,0.011257494479199999,0.0033958417708,1,-1,5,0,2,0,0,0,True,1,-1,5,0,2,0,0,0,True,2,0,5,0,2,0,0,0,True,2,0,5,0,2,0,0,0,True,2,0,5,0,2,0,0,0,True
DAMIMAS_A21B_0040,train,21,4,4,2,1,3,2,1,8,4,3,6,3,2,0.38095238095238093,0.2857142857142857,0.009636278794666667,0.013857421875,0.006731793750000001,2,0,2,0,5,1,4,1,True,2,0,2,0,4,0,3,0,True,2,0,2,0,4,0,3,0,True,2,0,2,0,4,0,3,0,True,2,0,2,0,4,0,3,0,True
DAMIMAS_A21B_0041,test,23,4,3,2,1,5,3,2,10,6,4,5,3,2,0.43478260869565216,0.21739130434782608,0.006799172361869566,0.009364269375000001,0.0024860267188,2,0,3,0,6,0,3,0,True,2,0,3,0,5,-1,3,0,True,2,0,3,0,5,-1,3,0,True,2,0,3,0,5,-1,3,0,True,2,0,3,0,5,-1,3,0,True
DAMIMAS_A21B_0042,train,15,4,5,2,2,2,1,1,6,4,2,2,1,1,0.4,0.13333333333333333,0.006403494409733332,0.0113079867708,0.0027510034376,2,0,1,0,3,-1,1,0,True,2,0,1,0,3,-1,1,0,True,3,1,1,0,3,-1,1,0,True,3,1,1,0,3,-1,1,0,True,3,1,1,0,3,-1,1,0,True
DAMIMAS_A21B_0043,train,23,4,3,2,2,6,3,3,14,6,4,0,0,0,0.6086956521739131,0.0,0.008053103657173913,0.013000603958400001,0.00418426375,2,0,3,0,7,1,0,0,True,2,0,3,0,7,1,0,0,True,2,0,3,0,7,1,0,0,True,2,0,3,0,7,1,0,0,True,2,0,3,0,7,1,0,0,True
DAMIMAS_A21B_0044,test,16,4,4,2,1,2,1,1,8,4,3,2,1,1,0.5,0.125,0.014095896240249999,0.018141238150999998,0.010528608723999999,2,0,1,0,4,0,1,0,True,2,0,1,0,4,0,1,0,True,2,0,1,0,4,0,1,0,True,2,0,1,0,4,0,1,0,True,2,0,1,0,4,0,1,0,True
DAMIMAS_A21B_0045,train,29,4,2,1,1,0,0,0,20,10,6,7,4,3,0.6896551724137931,0.2413793103448276,0.007928955100586206,0.014197644218799998,0.0036307022396,1,0,0,0,11,1,4,0,True,1,0,0,0,11,1,4,0,True,1,0,0,0,11,1,4,0,True,1,0,0,0,11,1,4,0,True,1,0,0,0,11,1,4,0,True
DAMIMAS_A21B_0046,test,14,4,0,0,0,0,0,0,7,3,2,7,3,2,0.5,0.5,0.008822615067,0.012903340234399999,0.0053845790886,0,0,0,0,4,1,4,1,True,0,0,0,0,4,1,4,1,True,0,0,0,0,4,1,4,1,True,0,0,0,0,4,1,4,1,True,0,0,0,0,4,1,4,1,True
DAMIMAS_A21B_0047,val,13,4,0,0,0,3,1,1,8,4,2,2,1,1,0.6153846153846154,0.15384615384615385,0.011444384054461538,0.014193353541600002,0.0071992247916000006,0,0,2,1,4,0,1,0,True,0,0,2,1,4,0,1,0,True,0,0,2,1,4,0,1,0,True,0,0,2,1,4,0,1,0,True,0,0,2,1,4,0,1,0,True
DAMIMAS_A21B_0048,val,18,4,0,0,0,1,1,1,12,6,4,5,3,3,0.6666666666666666,0.2777777777777778,0.011519233420111111,0.017619131848900006,0.005739240390600001,0,0,1,0,6,0,3,0,True,0,0,1,0,6,0,3,0,True,0,0,1,0,6,0,3,0,True,0,0,1,0,6,0,3,0,True,0,0,1,0,6,0,3,0,True
DAMIMAS_A21B_0049,train,13,4,0,0,0,0,0,0,9,5,3,4,3,1,0.6923076923076923,0.3076923076923077,0.012019758854153847,0.0192501047918,0.0075077880208,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True,0,0,0,0,5,0,2,-1,True
DAMIMAS_A21B_0050,train,15,4,4,2,1,0,0,0,7,3,2,4,2,1,0.4666666666666667,0.26666666666666666,0.007396920781266667,0.0109517866146,0.0047877852084000005,2,0,0,0,4,1,2,0,True,2,0,0,0,4,1,2,0,True,2,0,0,0,4,1,2,0,True,2,0,0,0,4,1,2,0,True,2,0,0,0,4,1,2,0,True
DAMIMAS_A21B_0051,train,25,4,0,0,0,2,1,1,17,9,5,6,4,2,0.68,0.24,0.00658343498956,0.010142770625,0.00361818,0,0,1,0,9,0,3,-1,True,0,0,1,0,9,0,3,-1,True,0,0,1,0,9,0,3,-1,True,0,0,1,0,9,0,3,-1,True,0,0,1,0,9,0,3,-1,True
DAMIMAS_A21B_0052,train,25,4,4,2,1,5,3,2,15,9,5,1,1,1,0.6,0.04,0.00965793857292,0.018938510156200003,0.0029895895832000004,2,0,3,0,8,-1,1,0,True,2,0,3,0,8,-1,1,0,True,2,0,3,0,8,-1,1,0,True,2,0,3,0,8,-1,1,0,True,2,0,3,0,8,-1,1,0,True
DAMIMAS_A21B_0053,train,15,4,0,0,0,3,2,1,9,5,3,3,2,1,0.6,0.2,0.0068617108680666655,0.0119103559896,0.0031757971876000004,0,0,2,0,5,0,2,0,True,0,0,2,0,5,0,2,0,True,0,0,2,0,5,0,2,0,True,0,0,2,0,5,0,2,0,True,0,0,2,0,5,0,2,0,True
DAMIMAS_A21B_0054,test,20,4,0,0,0,5,2,2,9,5,3,6,4,2,0.45,0.3,0.008743995130200001,0.0136079451823,0.0041009170572,0,0,3,1,5,0,3,-1,True,0,0,3,1,5,0,3,-1,True,0,0,3,1,5,0,3,-1,True,0,0,3,1,5,0,3,-1,True,0,0,3,1,5,0,3,-1,True
DAMIMAS_A21B_0055,train,22,4,2,1,1,5,3,2,13,7,4,2,2,1,0.5909090909090909,0.09090909090909091,0.00892797636127273,0.0120363498177,0.0050124376823,1,0,3,0,7,0,1,-1,True,1,0,3,0,7,0,1,-1,True,1,0,3,0,7,0,1,-1,True,1,0,3,0,7,0,1,-1,True,1,0,3,0,7,0,1,-1,True
DAMIMAS_A21B_0056,train,15,4,2,1,1,2,1,1,7,4,3,4,2,2,0.4666666666666667,0.26666666666666666,0.009515620138866667,0.013065864218799999,0.006355476041600001,1,0,1,0,4,0,2,0,True,1,0,1,0,4,0,2,0,True,1,0,1,0,4,0,2,0,True,1,0,1,0,4,0,2,0,True,1,0,1,0,4,0,2,0,True
DAMIMAS_A21B_0057,train,24,4,4,2,1,2,1,1,11,6,3,7,4,3,0.4583333333333333,0.2916666666666667,0.007749640766041666,0.0106259558853,0.0047480686719,2,0,1,0,6,0,4,0,True,2,0,1,0,6,0,4,0,True,2,0,1,0,6,0,4,0,True,2,0,1,0,6,0,4,0,True,2,0,1,0,6,0,4,0,True
DAMIMAS_A21B_0058,train,16,4,3,1,1,2,1,1,7,3,2,4,2,2,0.4375,0.25,0.007083940071625,0.01076824375,0.002932931901,1,0,1,0,4,1,2,0,True,1,0,1,0,4,1,2,0,True,2,1,1,0,4,1,2,0,True,2,1,1,0,4,1,2,0,True,2,1,1,0,4,1,2,0,True
DAMIMAS_A21B_0059,test,10,4,3,1,1,2,1,1,5,2,2,0,0,0,0.5,0.0,0.008280608619800001,0.011582957812499997,0.0059963765886,1,0,1,0,3,1,0,0,True,1,0,1,0,3,1,0,0,True,2,1,1,0,3,1,0,0,True,2,1,1,0,3,1,0,0,True,2,1,1,0,3,1,0,0,True
DAMIMAS_A21B_0060,val,16,4,0,0,0,2,1,1,12,5,3,2,1,1,0.75,0.125,0.0089991717610625,0.012910546224000001,0.005335266927000001,0,0,1,0,6,1,1,0,True,0,0,1,0,6,1,1,0,True,0,0,1,0,6,1,1,0,True,0,0,1,0,6,1,1,0,True,0,0,1,0,6,1,1,0,True
DAMIMAS_A21B_0061,train,21,4,2,1,1,0,0,0,17,8,5,2,1,1,0.8095238095238095,0.09523809523809523,0.00795263087795238,0.012568331250000002,0.004284646875,1,0,0,0,9,1,1,0,True,1,0,0,0,9,1,1,0,True,1,0,0,0,9,1,1,0,True,1,0,0,0,9,1,1,0,True,1,0,0,0,9,1,1,0,True
DAMIMAS_A21B_0062,train,16,4,0,0,0,6,2,2,7,3,2,3,2,2,0.4375,0.1875,0.0104689004394375,0.017265179036500003,0.004391664453,0,0,3,1,4,1,2,0,True,0,0,3,1,4,1,2,0,True,0,0,3,1,4,1,2,0,True,0,0,3,1,4,1,2,0,True,0,0,3,1,4,1,2,0,True
DAMIMAS_A21B_0063,val,16,4,4,2,2,2,1,1,10,5,3,0,0,0,0.625,0.0,0.00884891549475,0.0146630859375,0.005533028776000001,2,0,1,0,5,0,0,0,True,2,0,1,0,5,0,0,0,True,2,0,1,0,5,0,0,0,True,2,0,1,0,5,0,0,0,True,2,0,1,0,5,0,0,0,True
DAMIMAS_A21B_0064,train,13,4,0,0,0,3,1,1,10,5,3,0,0,0,0.7692307692307693,0.0,0.010810907972769231,0.015158918646,0.0074894415104,0,0,2,1,5,0,0,0,True,0,0,2,1,5,0,0,0,True,0,0,2,1,5,0,0,0,True,0,0,2,1,5,0,0,0,True,0,0,2,1,5,0,0,0,True
DAMIMAS_A21B_0065,train,25,4,5,2,2,2,1,1,12,6,4,6,3,2,0.48,0.24,0.01020732468748,0.01713668125,0.0039707170832,3,1,1,0,6,0,3,0,True,3,1,1,0,6,0,3,0,True,3,1,1,0,6,0,3,0,True,3,1,1,0,6,0,3,0,True,3,1,1,0,6,0,3,0,True
DAMIMAS_A21B_0066,train,27,4,4,2,1,4,2,1,10,5,3,9,5,3,0.37037037037037035,0.3333333333333333,0.008213814882333333,0.013018163073000001,0.0036459970312000003,2,0,2,0,6,1,6,1,True,2,0,2,0,5,0,5,0,True,2,0,2,0,5,0,5,0,True,2,0,2,0,5,0,5,0,True,2,0,2,0,5,0,5,0,True
DAMIMAS_A21B_0067,train,25,4,7,3,2,2,1,1,13,7,5,3,1,1,0.52,0.12,0.008705464895839999,0.014098585104200001,0.004253578958399999,4,1,1,0,7,0,2,1,True,4,1,1,0,7,0,2,1,True,4,1,1,0,7,0,2,1,True,4,1,1,0,7,0,2,1,True,4,1,1,0,7,0,2,1,True
DAMIMAS_A21B_0068,train,18,4,2,1,1,7,4,2,6,3,2,3,2,2,0.3333333333333333,0.16666666666666666,0.01214117183161111,0.018921466198000003,0.00564645375,1,0,4,0,3,0,2,0,True,1,0,4,0,3,0,2,0,True,1,0,4,0,3,0,2,0,True,1,0,4,0,3,0,2,0,True,1,0,4,0,3,0,2,0,True
DAMIMAS_A21B_0069,train,19,4,3,1,1,2,1,1,12,7,4,2,1,1,0.631578947368421,0.10526315789473684,0.010696923492368421,0.0161017627604,0.005543566927199999,2,1,1,0,6,-1,1,0,True,2,1,1,0,6,-1,1,0,True,2,1,1,0,6,-1,1,0,True,2,1,1,0,6,-1,1,0,True,2,1,1,0,6,-1,1,0,True
DAMIMAS_A21B_0070,train,17,4,0,0,0,0,0,0,11,5,3,6,3,2,0.6470588235294118,0.35294117647058826,0.012305873636647058,0.027341670312600003,0.0037300079688000003,0,0,0,0,6,1,3,0,True,0,0,0,0,6,1,3,0,True,0,0,0,0,6,1,3,0,True,0,0,0,0,6,1,3,0,True,0,0,0,0,6,1,3,0,True
DAMIMAS_A21B_0071,train,18,4,2,1,1,3,1,1,13,6,4,0,0,0,0.7222222222222222,0.0,0.008681312673611111,0.0145502524219,0.0046907708853,1,0,2,1,7,1,0,0,True,1,0,2,1,7,1,0,0,True,1,0,2,1,7,1,0,0,True,1,0,2,1,7,1,0,0,True,1,0,2,1,7,1,0,0,True
DAMIMAS_A21B_0072,train,22,4,2,1,1,6,3,2,12,6,4,2,1,1,0.5454545454545454,0.09090909090909091,0.01311167627840909,0.0203657295834,0.0053208508335,1,0,3,0,6,0,1,0,True,1,0,3,0,6,0,1,0,True,1,0,3,0,6,0,1,0,True,1,0,3,0,6,0,1,0,True,1,0,3,0,6,0,1,0,True
DAMIMAS_A21B_0073,test,17,4,0,0,0,2,1,1,0,0,0,15,10,5,0.0,0.8823529411764706,0.00678647624082353,0.007871442916800002,0.0058224034896,0,0,1,0,0,0,8,-2,False,0,0,1,0,0,0,8,-2,False,0,0,1,0,0,0,8,-2,False,0,0,1,0,0,0,8,-2,False,0,0,1,0,0,0,8,-2,False
DAMIMAS_A21B_0074,train,4,2,0,0,0,0,0,0,2,2,2,2,2,2,0.5,0.5,0.008349408138,0.0105544453906,0.005733084375,0,0,0,0,2,0,2,0,True,0,0,0,0,2,0,2,0,True,0,0,0,0,1,-1,1,-1,True,0,0,0,0,1,-1,1,-1,True,0,0,0,0,2,0,2,0,True
