tree_id,split,n_dets,n_sides_observed,naive_B1,gt_B1,maxside_B1,naive_B2,gt_B2,maxside_B2,naive_B3,gt_B3,maxside_B3,naive_B4,gt_B4,maxside_B4,b3frac_naive,b4frac_naive,area_mean,area_p90,area_p10,M01_B1,M01_err_B1,M01_B2,M01_err_B2,M01_B3,M01_err_B3,M01_B4,M01_err_B4,M01_within1,M03_B1,M03_err_B1,M03_B2,M03_err_B2,M03_B3,M03_err_B3,M03_B4,M03_err_B4,M03_within1,M05_B1,M05_err_B1,M05_B2,M05_err_B2,M05_B3,M05_err_B3,M05_B4,M05_err_B4,M05_within1,M06_B1,M06_err_B1,M06_B2,M06_err_B2,M06_B3,M06_err_B3,M06_B4,M06_err_B4,M06_within1,M07_B1,M07_err_B1,M07_B2,M07_err_B2,M07_B3,M07_err_B3,M07_B4,M07_err_B4,M07_within1
DAMIMAS_A21B_0163,val,32,4,3,1,1,2,1,1,17,8,5,10,5,3,0.53125,0.3125,0.00938574768853125,0.01780370894240001,0.0044624166291,2,1,1,0,10,2,6,1,False,2,1,1,0,10,2,6,1,False,2,1,1,0,10,2,6,1,False,2,1,1,0,9,1,5,0,True,2,1,1,0,9,1,5,0,True
DAMIMAS_A21B_0170,val,26,4,2,1,1,2,1,1,10,6,3,12,5,3,0.38461538461538464,0.46153846153846156,0.007864808174269232,0.012922045239,0.003615135092,1,0,1,0,5,-1,7,2,False,1,0,1,0,5,-1,7,2,False,1,0,1,0,5,-1,7,2,False,1,0,1,0,5,-1,6,1,True,1,0,1,0,5,-1,6,1,True
DAMIMAS_A21B_0175,val,23,4,2,1,1,6,3,3,15,6,5,0,0,0,0.6521739130434783,0.0,0.007623093935086956,0.01201274965,0.004198765003199999,1,0,3,0,8,2,0,0,False,1,0,3,0,8,2,0,0,False,1,0,3,0,8,2,0,0,False,1,0,3,0,8,2,0,0,False,1,0,3,0,8,2,0,0,False
DAMIMAS_A21B_0176,val,19,4,5,2,2,2,1,1,8,4,2,4,4,2,0.42105263157894735,0.21052631578947367,0.0173601177988421,0.0340665893492,0.008808878485,3,1,1,0,4,0,2,-2,False,3,1,1,0,4,0,2,-2,False,3,1,1,0,4,0,2,-2,False,3,1,1,0,4,0,2,-2,False,3,1,1,0,4,0,2,-2,False
DAMIMAS_A21B_0177,val,24,4,0,0,0,6,4,3,13,10,4,5,3,2,0.5416666666666666,0.20833333333333334,0.014052816133874999,0.0224982417972,0.006949980923,0,0,3,-1,7,-3,3,0,False,0,0,3,-1,7,-3,3,0,False,0,0,3,-1,7,-3,3,0,False,0,0,3,-1,7,-3,3,0,False,0,0,3,-1,7,-3,3,0,False
DAMIMAS_A21B_0214,test,20,4,2,1,1,2,1,1,9,5,3,7,6,4,0.45,0.35,0.006425053222999999,0.011119732278300005,0.0021428757264000003,1,0,1,0,5,0,4,-2,False,1,0,1,0,5,0,4,-2,False,1,0,1,0,5,0,4,-2,False,1,0,1,0,5,0,4,-2,False,1,0,1,0,5,0,4,-2,False
DAMIMAS_A21B_0234,test,15,4,0,0,0,0,0,0,10,6,3,5,5,3,0.6666666666666666,0.3333333333333333,0.00470655238,0.0075972258556000006,0.0020471535052000002,0,0,0,0,5,-1,3,-2,False,0,0,0,0,5,-1,3,-2,False,0,0,0,0,5,-1,3,-2,False,0,0,0,0,5,-1,3,-2,False,0,0,0,0,5,-1,3,-2,False
DAMIMAS_A21B_0237,test,20,4,3,1,1,6,2,2,9,3,3,2,1,1,0.45,0.1,0.014400758798250002,0.0242880030771,0.007140946062,2,1,3,1,5,2,1,0,False,2,1,3,1,5,2,1,0,False,2,1,3,1,5,2,1,0,False,2,1,3,1,5,2,1,0,False,2,1,3,1,5,2,1,0,False
DAMIMAS_A21B_0243,val,22,4,3,1,1,12,4,4,6,3,2,1,1,1,0.2727272727272727,0.045454545454545456,0.005114232244318181,0.0071382476564000015,0.0031989603384,2,1,7,3,3,0,1,0,False,2,1,6,2,3,0,1,0,False,2,1,6,2,3,0,1,0,False,2,1,6,2,3,0,1,0,False,2,1,6,2,3,0,1,0,False
DAMIMAS_A21B_0246,test,22,4,0,0,0,8,6,4,8,6,3,6,4,3,0.36363636363636365,0.2727272727272727,0.009196375437999999,0.02436893950520001,0.0017534435156999998,0,0,4,-2,4,-2,3,-1,False,0,0,4,-2,4,-2,3,-1,False,0,0,4,-2,4,-2,3,-1,False,0,0,4,-2,4,-2,3,-1,False,0,0,4,-2,4,-2,3,-1,False
DAMIMAS_A21B_0257,train,18,4,2,1,1,6,4,2,9,7,3,1,1,1,0.5,0.05555555555555555,0.008691392809611112,0.013173069973900003,0.0045963908594,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False
DAMIMAS_A21B_0258,train,17,4,0,0,0,4,2,1,10,7,4,3,2,2,0.5882352941176471,0.17647058823529413,0.011307395235882353,0.021082995312400002,0.005171713802,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False
DAMIMAS_A21B_0259,train,18,4,2,1,1,11,8,3,5,3,2,0,0,0,0.2777777777777778,0.0,0.009629183593722222,0.013515583255200001,0.005778092265600001,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False
DAMIMAS_A21B_0281,train,23,4,0,0,0,0,0,0,15,10,5,8,5,3,0.6521739130434783,0.34782608695652173,0.00966715515173913,0.018171870000000003,0.0036563924480000004,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False
DAMIMAS_A21B_0289,val,14,4,2,1,1,3,2,1,9,7,4,0,0,0,0.6428571428571429,0.0,0.007468148567714285,0.01114625,0.0032623771875,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False
DAMIMAS_A21B_0291,train,23,4,5,3,2,8,5,4,6,5,2,4,3,2,0.2608695652173913,0.17391304347826086,0.007385742708347826,0.0104355052084,0.0041767375,3,0,5,0,3,-2,3,0,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False
DAMIMAS_A21B_0293,train,18,3,0,0,0,2,2,1,10,7,4,6,4,2,0.5555555555555556,0.3333333333333333,0.008098734042277777,0.0142622225,0.0047957054166,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False
DAMIMAS_A21B_0309,train,18,4,5,1,2,2,2,1,8,4,2,3,2,1,0.4444444444444444,0.16666666666666666,0.013579131828722222,0.021863844661400005,0.0079374221094,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False
DAMIMAS_A21B_0311,val,9,4,0,0,0,1,1,1,8,2,2,0,0,0,0.8888888888888888,0.0,0.006081160156222221,0.0098170245832,0.0038318622396,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False
DAMIMAS_A21B_0315,train,25,4,2,1,1,11,8,4,12,7,4,0,0,0,0.48,0.0,0.01241432925,0.02192974125,0.004783219218800001,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False
DAMIMAS_A21B_0318,train,19,4,0,0,0,0,0,0,15,8,4,4,4,1,0.7894736842105263,0.21052631578947367,0.012906742461631579,0.021407280729199993,0.004595372291600001,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False
DAMIMAS_A21B_0320,train,24,4,6,3,2,3,3,2,11,6,4,4,4,1,0.4583333333333333,0.16666666666666666,0.02410433054470833,0.0365471709375,0.014110089843700001,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False
DAMIMAS_A21B_0321,test,21,4,5,2,2,4,4,2,11,6,3,1,1,1,0.5238095238095238,0.047619047619047616,0.01051156906,0.019029909375,0.004471015104,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False
DAMIMAS_A21B_0323,test,13,4,0,0,0,0,0,0,13,3,4,0,0,0,1.0,0.0,0.013101776021615384,0.021741138750000007,0.008005355625,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False
DAMIMAS_A21B_0334,train,21,4,4,2,1,0,0,0,13,8,4,4,4,1,0.6190476190476191,0.19047619047619047,0.01658137586804762,0.026616174999999995,0.007656300000000001,2,0,0,0,7,-1,2,-2,False,2,0,0,0,7,-1,2,-2,False,2,0,0,0,7,-1,2,-2,False,2,0,0,0,7,-1,2,-2,False,2,0,0,0,7,-1,2,-2,False
DAMIMAS_A21B_0336,train,22,4,5,1,2,0,0,0,12,6,4,5,4,2,0.5454545454545454,0.22727272727272727,0.027600782161454552,0.049180628020900015,0.013528789427100002,3,2,0,0,7,1,3,-1,False,3,2,0,0,7,1,3,-1,False,3,2,0,0,7,1,3,-1,False,3,2,0,0,7,1,3,-1,False,3,2,0,0,7,1,3,-1,False
DAMIMAS_A21B_0341,train,21,4,0,0,0,2,1,1,18,6,6,1,1,1,0.8571428571428571,0.047619047619047616,0.004587297445428571,0.007363285677,0.002278661979,0,0,1,0,9,3,1,0,False,0,0,1,0,9,3,1,0,False,0,0,1,0,9,3,1,0,False,0,0,1,0,9,3,1,0,False,0,0,1,0,9,3,1,0,False
DAMIMAS_A21B_0342,val,25,4,0,0,0,8,2,2,10,4,3,7,4,3,0.4,0.28,0.00312415228124,0.006175804375000002,0.00099316625,0,0,4,2,5,1,4,0,False,0,0,4,2,5,1,4,0,False,0,0,4,2,5,1,4,0,False,0,0,4,2,5,1,4,0,False,0,0,4,2,5,1,4,0,False
DAMIMAS_A21B_0343,train,18,4,0,0,0,9,3,3,9,4,3,0,0,0,0.5,0.0,0.005485120037611111,0.007136727031200001,0.0034332844531,0,0,5,2,5,1,0,0,False,0,0,5,2,5,1,0,0,False,0,0,5,2,5,1,0,0,False,0,0,5,2,5,1,0,0,False,0,0,5,2,5,1,0,0,False
DAMIMAS_A21B_0361,train,24,4,4,1,1,1,1,1,13,6,4,6,5,2,0.5416666666666666,0.25,0.010289400520833332,0.021025499374999996,0.0031564040364000004,2,1,1,0,7,1,3,-2,False,2,1,1,0,7,1,3,-2,False,2,1,1,0,7,1,3,-2,False,2,1,1,0,7,1,3,-2,False,2,1,1,0,7,1,3,-2,False
DAMIMAS_A21B_0362,train,26,4,0,0,0,0,0,0,23,5,6,3,2,1,0.8846153846153846,0.11538461538461539,0.005186638121,0.0099162071615,0.001374910677,0,0,0,0,12,7,2,0,False,0,0,0,0,13,8,2,0,False,0,0,0,0,13,8,2,0,False,0,0,0,0,12,7,2,0,False,0,0,0,0,12,7,2,0,False
DAMIMAS_A21B_0388,val,20,4,3,1,1,0,0,0,13,4,4,4,2,1,0.65,0.2,0.010600261067700002,0.01622683687500001,0.0050181664323,2,1,0,0,7,3,2,0,False,2,1,0,0,7,3,2,0,False,2,1,0,0,7,3,2,0,False,2,1,0,0,7,3,2,0,False,2,1,0,0,7,3,2,0,False
DAMIMAS_A21B_0389,train,25,4,0,0,0,5,3,2,16,11,5,4,3,1,0.64,0.16,0.0042788498854,0.006524096197800002,0.0020638105207999996,0,0,3,0,8,-3,2,-1,False,0,0,3,0,8,-3,2,-1,False,0,0,3,0,8,-3,2,-1,False,0,0,3,0,8,-3,2,-1,False,0,0,3,0,8,-3,2,-1,False
DAMIMAS_A21B_0398,val,25,4,5,2,2,2,1,1,14,10,4,4,3,1,0.56,0.16,0.007041011125000001,0.0133925309376,0.0026041564584000005,3,1,1,0,7,-3,2,-1,False,3,1,1,0,7,-3,2,-1,False,3,1,1,0,7,-3,2,-1,False,3,1,1,0,7,-3,2,-1,False,3,1,1,0,7,-3,2,-1,False
DAMIMAS_A21B_0410,train,31,4,5,2,2,2,1,1,21,13,6,3,2,1,0.6774193548387096,0.0967741935483871,0.007893444161612903,0.011743221875000001,0.003670240104,3,1,1,0,11,-2,2,0,False,3,1,1,0,12,-1,2,0,True,3,1,1,0,12,-1,2,0,True,3,1,1,0,11,-2,2,0,False,3,1,1,0,11,-2,2,0,False
DAMIMAS_A21B_0414,train,14,4,0,0,0,0,0,0,14,5,4,0,0,0,1.0,0.0,0.009496103757428572,0.013542372031300001,0.0028156802864,0,0,0,0,7,2,0,0,False,0,0,0,0,7,2,0,0,False,0,0,0,0,7,2,0,0,False,0,0,0,0,7,2,0,0,False,0,0,0,0,7,2,0,0,False
DAMIMAS_A21B_0430,train,22,4,0,0,0,2,1,1,14,10,4,6,5,3,0.6363636363636364,0.2727272727272727,0.004358649408136364,0.007409402630200005,0.0023319748958999997,0,0,1,0,7,-3,3,-2,False,0,0,1,0,7,-3,3,-2,False,0,0,1,0,7,-3,3,-2,False,0,0,1,0,7,-3,3,-2,False,0,0,1,0,7,-3,3,-2,False
DAMIMAS_A21B_0438,val,27,4,0,0,0,0,0,0,14,8,4,13,9,4,0.5185185185185185,0.48148148148148145,0.005030711159333334,0.009149755416600002,0.0016569112500000001,0,0,0,0,7,-1,7,-2,False,0,0,0,0,7,-1,7,-2,False,0,0,0,0,7,-1,7,-2,False,0,0,0,0,7,-1,7,-2,False,0,0,0,0,7,-1,7,-2,False
DAMIMAS_A21B_0440,train,23,4,0,0,0,6,4,2,11,8,4,6,4,2,0.4782608695652174,0.2608695652173913,0.006179027139956521,0.008718008541800002,0.0038444222396,0,0,3,-1,6,-2,3,-1,False,0,0,3,-1,6,-2,3,-1,False,0,0,3,-1,6,-2,3,-1,False,0,0,3,-1,6,-2,3,-1,False,0,0,3,-1,6,-2,3,-1,False
DAMIMAS_A21B_0442,test,23,4,0,0,0,2,1,1,10,7,4,11,7,3,0.43478260869565216,0.4782608695652174,0.0023727629189130434,0.0037008319792,0.0009078927604,0,0,1,0,5,-2,6,-1,False,0,0,1,0,5,-2,6,-1,False,0,0,1,0,5,-2,6,-1,False,0,0,1,0,5,-2,6,-1,False,0,0,1,0,5,-2,6,-1,False
DAMIMAS_A21B_0447,train,23,4,0,0,0,10,7,3,9,7,3,4,3,1,0.391304347826087,0.17391304347826086,0.003604401120956522,0.0053058676564,0.0023329994792,0,0,5,-2,5,-2,2,-1,False,0,0,5,-2,5,-2,2,-1,False,0,0,5,-2,5,-2,2,-1,False,0,0,5,-2,5,-2,2,-1,False,0,0,5,-2,5,-2,2,-1,False
DAMIMAS_A21B_0449,test,23,4,0,0,0,4,2,2,18,11,6,1,1,1,0.782608695652174,0.043478260869565216,0.002969749275347826,0.0050468925000000005,0.0011878171354,0,0,2,0,9,-2,1,0,False,0,0,2,0,9,-2,1,0,False,0,0,2,0,9,-2,1,0,False,0,0,2,0,9,-2,1,0,False,0,0,2,0,9,-2,1,0,False
DAMIMAS_A21B_0450,train,25,4,3,1,1,1,1,1,10,7,3,11,7,4,0.4,0.44,0.00420898603124,0.006957510781200002,0.0019734827604,2,1,1,0,5,-2,6,-1,False,2,1,1,0,5,-2,6,-1,False,2,1,1,0,5,-2,6,-1,False,2,1,1,0,5,-2,6,-1,False,2,1,1,0,5,-2,6,-1,False
DAMIMAS_A21B_0472,val,23,4,0,0,0,7,4,2,8,6,3,8,5,3,0.34782608695652173,0.34782608695652173,0.00863160113226087,0.0111591855208,0.005752229479199999,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False
DAMIMAS_A21B_0486,train,22,4,3,1,1,3,1,1,7,3,2,9,4,3,0.3181818181818182,0.4090909090909091,0.005114122999499999,0.009988261875000001,0.0016623738281999999,2,1,2,1,4,1,6,2,False,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True
DAMIMAS_A21B_0494,train,25,4,3,2,1,4,2,1,7,5,3,11,8,3,0.28,0.44,0.00841598929168,0.016371445520800006,0.0022797583334,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False
DAMIMAS_A21B_0497,test,26,4,2,1,1,5,4,2,13,9,4,6,4,2,0.5,0.23076923076923078,0.005698868509615386,0.009019733723999999,0.0031685634115,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False
DAMIMAS_A21B_0503,train,27,4,3,2,1,10,4,4,9,5,3,5,3,2,0.3333333333333333,0.18518518518518517,0.008940672174,0.014137193281200002,0.0048473007291999996,2,0,6,2,5,0,3,0,False,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True
DAMIMAS_A21B_0522,train,16,4,0,0,0,8,6,3,5,3,2,3,2,2,0.3125,0.1875,0.007582606722,0.012068703776,0.0037597772135000004,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False
DAMIMAS_A21B_0531,train,27,4,4,2,2,9,5,3,11,5,3,3,2,1,0.4074074074074074,0.1111111111111111,0.008356303964111113,0.013694022031200005,0.0028474861980000003,2,0,5,0,7,2,2,0,False,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True
DAMIMAS_A21B_0539,train,28,4,7,4,2,6,3,2,11,5,3,4,3,1,0.39285714285714285,0.14285714285714285,0.006449028218000002,0.0106870135156,0.0031901368230000003,4,0,4,1,7,2,3,0,False,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True
DAMIMAS_A21B_0545,train,23,4,2,1,1,0,0,0,20,9,6,1,1,1,0.8695652173913043,0.043478260869565216,0.009443898958347826,0.016871115,0.0033294347916,1,0,0,0,11,2,1,0,False,1,0,0,0,11,2,1,0,False,1,0,0,0,11,2,1,0,False,1,0,0,0,11,2,1,0,False,1,0,0,0,11,2,1,0,False
DAMIMAS_A21B_0550,val,26,4,4,2,1,10,4,3,5,3,2,7,4,3,0.19230769230769232,0.2692307692307692,0.007280441436307692,0.0124613046875,0.0032568281249999997,2,0,6,2,3,0,4,0,False,2,0,5,1,3,0,4,0,True,2,0,5,1,3,0,4,0,True,2,0,5,1,3,0,4,0,True,2,0,5,1,3,0,4,0,True
DAMIMAS_A21B_0558,train,23,4,0,0,0,11,4,3,7,4,2,5,3,2,0.30434782608695654,0.21739130434782608,0.007802881567043477,0.01189894,0.0040277119272,0,0,6,2,4,0,3,0,False,0,0,6,2,4,0,3,0,False,0,0,6,2,4,0,3,0,False,0,0,6,2,4,0,3,0,False,0,0,6,2,4,0,3,0,False
DAMIMAS_A21B_0559,train,9,4,0,0,0,0,0,0,0,0,0,9,8,4,0.0,1.0,0.008704319936333332,0.0113479269792,0.0059843716666,0,0,0,0,0,0,5,-3,False,0,0,0,0,0,0,5,-3,False,0,0,0,0,0,0,5,-3,False,0,0,0,0,0,0,5,-3,False,0,0,0,0,0,0,5,-3,False
DAMIMAS_A21B_0571,train,24,4,6,3,2,7,6,2,9,5,3,2,1,1,0.375,0.08333333333333333,0.017873658333375,0.0293596040364,0.0087650371614,3,0,4,-2,5,0,1,0,False,3,0,4,-2,5,0,1,0,False,3,0,4,-2,5,0,1,0,False,3,0,4,-2,5,0,1,0,False,3,0,4,-2,5,0,1,0,False
DAMIMAS_A21B_0624,train,23,4,6,3,2,1,1,1,12,8,4,4,2,2,0.5217391304347826,0.17391304347826086,0.018064904245913043,0.0377009489584,0.005897176458399999,3,0,1,0,6,-2,2,0,False,3,0,1,0,6,-2,2,0,False,3,0,1,0,6,-2,2,0,False,3,0,1,0,6,-2,2,0,False,3,0,1,0,6,-2,2,0,False
DAMIMAS_A21B_0656,train,25,4,4,2,2,0,0,0,15,9,5,6,5,2,0.6,0.24,0.01595462433332,0.0322006945312,0.005871095000000001,2,0,0,0,8,-1,3,-2,False,2,0,0,0,8,-1,3,-2,False,2,0,0,0,8,-1,3,-2,False,2,0,0,0,8,-1,3,-2,False,2,0,0,0,8,-1,3,-2,False
DAMIMAS_A21B_0702,train,18,4,2,1,1,0,0,0,12,5,4,4,2,2,0.6666666666666666,0.2222222222222222,0.020017350173611108,0.032041937812500004,0.0103140664583,1,0,0,0,7,2,2,0,False,1,0,0,0,7,2,2,0,False,1,0,0,0,7,2,2,0,False,1,0,0,0,7,2,2,0,False,1,0,0,0,7,2,2,0,False
DAMIMAS_A21B_0704,unknown,26,4,0,0,0,6,3,3,13,6,5,7,4,3,0.5,0.2692307692307692,0.026183740554884618,0.048152701562500004,0.009229736328000001,0,0,3,0,8,2,4,0,False,0,0,4,1,7,1,4,0,True,0,0,4,1,7,1,4,0,True,0,0,4,1,7,1,4,0,True,0,0,4,1,7,1,4,0,True
DAMIMAS_A21B_0708,val,28,4,3,1,1,3,2,1,15,7,4,7,4,2,0.5357142857142857,0.25,0.03663565867746428,0.068118263125,0.0084129693228,2,1,2,0,9,2,4,0,False,2,1,2,0,9,2,4,0,False,2,1,2,0,9,2,4,0,False,2,1,2,0,9,2,4,0,False,2,1,2,0,9,2,4,0,False
DAMIMAS_A21B_0723,train,36,4,4,2,2,9,4,3,14,7,4,9,4,3,0.3888888888888889,0.25,0.03516453674766667,0.05551764375,0.016727295052,2,0,6,2,9,2,6,2,False,2,0,5,1,8,1,5,1,True,2,0,5,1,8,1,5,1,True,2,0,5,1,8,1,5,1,True,2,0,5,1,8,1,5,1,True
