tree_id,split,n_dets,n_sides,b3frac,naive_B1,naive_B2,naive_B3,naive_B4,gt_B1,gt_B2,gt_B3,gt_B4,M31_B1,M31_B2,M31_B3,M31_B4,M31_err_B1,M31_err_B2,M31_err_B3,M31_err_B4,M31_within1,M30_sa_within1,M30_sa_B1,M30_sa_B2,M30_sa_B3,M30_sa_B4,vis_within1,vis_B1,vis_B2,vis_B3,vis_B4,sid_within1,sid_B1,sid_B2,sid_B3,sid_B4,gmb_within1,gmb_B1,gmb_B2,gmb_B3,gmb_B4,med_within1,med_B1,med_B2,med_B3,med_B4,adp_within1,adp_B1,adp_B2,adp_B3,adp_B4
DAMIMAS_A21B_0176,val,19,4,0.42105263157894735,5,2,8,4,2,1,4,4,3,1,4,2,1,0,0,-2,False,False,2,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2
DAMIMAS_A21B_0177,val,24,4,0.5416666666666666,0,6,13,5,0,4,10,3,0,3,7,3,0,-1,-3,0,False,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,4,8,3
DAMIMAS_A21B_0214,test,20,4,0.45,2,2,9,7,1,1,5,6,1,1,5,4,0,0,0,-2,False,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4
DAMIMAS_A21B_0234,test,15,4,0.6666666666666666,0,0,10,5,0,0,6,5,0,0,5,3,0,0,-1,-2,False,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3
DAMIMAS_A21B_0237,test,20,4,0.45,3,6,9,2,1,2,3,1,2,3,5,1,1,1,2,0,False,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1
DAMIMAS_A21B_0243,val,22,4,0.2727272727272727,3,12,6,1,1,4,3,1,2,7,3,1,1,3,0,0,False,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,7,3,1
DAMIMAS_A21B_0246,test,22,4,0.36363636363636365,0,8,8,6,0,6,6,4,0,4,4,3,0,-2,-2,-1,False,False,0,4,4,4,False,0,4,4,3,False,0,4,4,3,False,0,4,4,3,False,0,4,4,3,True,0,5,5,4
DAMIMAS_A21B_0257,train,18,4,0.5,2,6,9,1,1,4,7,1,1,3,5,1,0,-1,-2,0,False,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1
DAMIMAS_A21B_0258,train,17,4,0.5882352941176471,0,4,10,3,0,2,7,2,0,2,5,2,0,0,-2,0,False,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,True,0,2,6,2
DAMIMAS_A21B_0259,train,18,4,0.2777777777777778,2,11,5,0,1,8,3,0,1,6,3,0,0,-2,0,0,False,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0
DAMIMAS_A21B_0281,train,23,4,0.6521739130434783,0,0,15,8,0,0,10,5,0,0,8,4,0,0,-2,-1,False,False,0,0,8,5,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,True,0,0,9,5
DAMIMAS_A21B_0289,val,14,4,0.6428571428571429,2,3,9,0,1,2,7,0,1,2,5,0,0,0,-2,0,False,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0
DAMIMAS_A21B_0291,train,23,4,0.2608695652173913,5,8,6,4,3,5,5,3,3,5,3,3,0,0,-2,0,False,False,2,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,5,3,3
DAMIMAS_A21B_0293,train,18,3,0.5555555555555556,0,2,10,6,0,2,7,4,0,1,5,3,0,-1,-2,-1,False,False,0,1,5,4,False,0,1,5,3,False,0,1,5,3,False,0,1,5,3,False,0,1,5,3,True,0,1,6,4
DAMIMAS_A21B_0309,train,18,4,0.4444444444444444,5,2,8,3,1,2,4,2,3,1,4,2,2,-1,0,0,False,True,2,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2
DAMIMAS_A21B_0311,val,9,4,0.8888888888888888,0,1,8,0,0,1,2,0,0,1,4,0,0,0,2,0,False,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0
DAMIMAS_A21B_0315,train,25,4,0.48,2,11,12,0,1,8,7,0,1,6,6,0,0,-2,-1,0,False,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,7,0
DAMIMAS_A21B_0318,train,19,4,0.7894736842105263,0,0,15,4,0,0,8,4,0,0,8,2,0,0,0,-2,False,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2
DAMIMAS_A21B_0320,train,24,4,0.4583333333333333,6,3,11,4,3,3,6,4,3,2,6,2,0,-1,0,-2,False,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,True,3,2,6,3
DAMIMAS_A21B_0321,test,21,4,0.5238095238095238,5,4,11,1,2,4,6,1,3,2,6,1,1,-2,0,0,False,False,2,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1
DAMIMAS_A21B_0323,test,13,4,1.0,0,0,13,0,0,0,3,0,0,0,7,0,0,0,4,0,False,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0
DAMIMAS_A21B_0334,train,21,4,0.6190476190476191,4,0,13,4,2,0,8,4,2,0,7,2,0,0,-1,-2,False,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2
DAMIMAS_A21B_0336,train,22,4,0.5454545454545454,5,0,12,5,1,0,6,4,3,0,7,3,2,0,1,-1,False,True,2,0,6,3,False,3,0,7,3,False,3,0,7,3,False,3,0,7,3,False,3,0,7,3,False,3,0,7,3
DAMIMAS_A21B_0341,train,21,4,0.8571428571428571,0,2,18,1,0,1,6,1,0,1,9,1,0,0,3,0,False,False,0,1,10,1,False,0,1,9,1,False,0,1,9,1,False,0,1,9,1,False,0,1,9,1,False,0,1,10,1
DAMIMAS_A21B_0342,val,25,4,0.4,0,8,10,7,0,2,4,4,0,4,5,4,0,2,1,0,False,False,0,4,5,4,False,0,4,5,4,False,0,4,5,4,False,0,4,5,4,False,0,4,5,4,False,0,5,6,4
DAMIMAS_A21B_0343,train,18,4,0.5,0,9,9,0,0,3,4,0,0,5,5,0,0,2,1,0,False,True,0,4,5,0,False,0,5,5,0,False,0,5,5,0,False,0,5,5,0,False,0,5,5,0,False,0,5,5,0
DAMIMAS_A21B_0361,train,24,4,0.5416666666666666,4,1,13,6,1,1,6,5,2,1,7,3,1,0,1,-2,False,True,2,1,7,4,False,2,1,7,3,False,2,1,7,3,False,2,1,7,3,False,2,1,7,3,False,2,1,8,4
DAMIMAS_A21B_0362,train,26,4,0.8846153846153846,0,0,23,3,0,0,5,2,0,0,12,2,0,0,7,0,False,False,0,0,12,2,False,0,0,12,2,False,0,0,12,2,False,0,0,13,2,False,0,0,12,2,False,0,0,14,2
DAMIMAS_A21B_0388,val,20,4,0.65,3,0,13,4,1,0,4,2,2,0,7,2,1,0,3,0,False,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2,False,2,0,7,2
DAMIMAS_A21B_0389,train,25,4,0.64,0,5,16,4,0,3,11,3,0,3,8,2,0,0,-3,-1,False,False,0,2,9,2,False,0,3,8,2,False,0,3,8,2,False,0,3,8,2,False,0,3,8,2,False,0,3,9,3
DAMIMAS_A21B_0398,val,25,4,0.56,5,2,14,4,2,1,10,3,3,1,7,2,1,0,-3,-1,False,False,2,1,8,2,False,3,1,7,2,False,3,1,7,2,False,3,1,7,2,False,3,1,7,2,False,3,1,8,3
DAMIMAS_A21B_0410,train,31,4,0.6774193548387096,5,2,21,3,2,1,13,2,3,1,11,2,1,0,-2,0,False,False,2,1,11,2,False,3,1,11,2,False,3,1,11,2,True,3,1,12,2,False,3,1,11,2,True,3,1,13,2
DAMIMAS_A21B_0414,train,14,4,1.0,0,0,14,0,0,0,5,0,0,0,7,0,0,0,2,0,False,False,0,0,8,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,8,0
DAMIMAS_A21B_0430,train,22,4,0.6363636363636364,0,2,14,6,0,1,10,5,0,1,7,3,0,0,-3,-2,False,False,0,1,8,4,False,0,1,7,3,False,0,1,7,3,False,0,1,7,3,False,0,1,7,3,False,0,1,8,4
DAMIMAS_A21B_0438,val,27,4,0.5185185185185185,0,0,14,13,0,0,8,9,0,0,7,7,0,0,-1,-2,False,True,0,0,8,8,False,0,0,7,7,False,0,0,7,7,False,0,0,7,7,False,0,0,7,7,True,0,0,8,8
DAMIMAS_A21B_0440,train,23,4,0.4782608695652174,0,6,11,6,0,4,8,4,0,3,6,3,0,-1,-2,-1,False,False,0,3,6,4,False,0,3,6,3,False,0,3,6,3,False,0,3,6,3,False,0,3,6,3,False,0,3,6,4
DAMIMAS_A21B_0442,test,23,4,0.43478260869565216,0,2,10,11,0,1,7,7,0,1,5,6,0,0,-2,-1,False,False,0,1,5,7,False,0,1,5,6,False,0,1,5,6,False,0,1,5,6,False,0,1,5,6,True,0,1,6,7
DAMIMAS_A21B_0447,train,23,4,0.391304347826087,0,10,9,4,0,7,7,3,0,5,5,2,0,-2,-2,-1,False,False,0,5,5,2,False,0,5,5,2,False,0,5,5,2,False,0,5,5,2,False,0,5,5,2,False,0,6,5,3
DAMIMAS_A21B_0449,test,23,4,0.782608695652174,0,4,18,1,0,2,11,1,0,2,9,1,0,0,-2,0,False,True,0,2,10,1,False,0,2,9,1,False,0,2,9,1,False,0,2,9,1,False,0,2,9,1,True,0,2,10,1
DAMIMAS_A21B_0450,train,25,4,0.4,3,1,10,11,1,1,7,7,2,1,5,6,1,0,-2,-1,False,False,2,1,5,7,False,2,1,5,6,False,2,1,5,6,False,2,1,5,6,False,2,1,5,6,True,2,1,6,7
DAMIMAS_A21B_0472,val,23,4,0.34782608695652173,0,7,8,8,0,4,6,5,0,4,4,4,0,0,-2,-1,False,False,0,4,4,5,False,0,4,4,4,False,0,4,4,4,False,0,4,4,4,False,0,4,4,4,True,0,4,5,5
DAMIMAS_A21B_0486,train,22,4,0.3181818181818182,3,3,7,9,1,1,3,4,2,2,4,6,1,1,1,2,False,False,2,2,4,6,True,2,2,4,5,True,2,2,4,5,True,2,2,4,5,True,2,2,4,5,False,2,2,4,6
DAMIMAS_A21B_0494,train,25,4,0.28,3,4,7,11,2,2,5,8,2,2,4,6,0,0,-1,-2,False,True,2,2,4,7,False,2,2,4,6,False,2,2,4,6,False,2,2,4,6,False,2,2,4,6,True,2,2,4,7
DAMIMAS_A21B_0497,test,26,4,0.5,2,5,13,6,1,4,9,4,1,3,7,3,0,-1,-2,-1,False,False,1,2,7,4,False,1,3,7,3,False,1,3,7,3,False,1,3,7,3,False,1,3,7,3,True,1,3,8,4
DAMIMAS_A21B_0503,train,27,4,0.3333333333333333,3,10,9,5,2,4,5,3,2,6,5,3,0,2,0,0,False,True,2,5,5,3,True,2,5,5,3,True,2,5,5,3,True,2,5,5,3,True,2,5,5,3,False,2,6,5,3
DAMIMAS_A21B_0522,train,16,4,0.3125,0,8,5,3,0,6,3,2,0,4,3,2,0,-2,0,0,False,False,0,4,3,2,False,0,4,3,2,False,0,4,3,2,False,0,4,3,2,False,0,4,3,2,False,0,4,3,2
DAMIMAS_A21B_0531,train,27,4,0.4074074074074074,4,9,11,3,2,5,5,2,2,5,7,2,0,0,2,0,False,True,2,4,6,2,True,2,5,6,2,True,2,5,6,2,True,2,5,6,2,True,2,5,6,2,False,2,5,7,2
DAMIMAS_A21B_0539,train,28,4,0.39285714285714285,7,6,11,4,4,3,5,3,4,4,7,3,0,1,2,0,False,True,4,3,6,2,True,4,3,6,2,True,4,3,6,2,True,4,3,6,2,True,4,3,6,2,False,4,4,7,3
DAMIMAS_A21B_0545,train,23,4,0.8695652173913043,2,0,20,1,1,0,9,1,1,0,11,1,0,0,2,0,False,False,1,0,11,1,False,1,0,11,1,False,1,0,11,1,False,1,0,11,1,False,1,0,11,1,False,1,0,12,1
DAMIMAS_A21B_0550,val,26,4,0.19230769230769232,4,10,5,7,2,4,3,4,2,6,3,4,0,2,0,0,False,True,2,5,3,4,True,2,5,3,4,True,2,5,3,4,True,2,5,3,4,True,2,5,3,4,False,2,6,3,4
DAMIMAS_A21B_0558,train,23,4,0.30434782608695654,0,11,7,5,0,4,4,3,0,6,4,3,0,2,0,0,False,False,0,6,4,3,False,0,6,4,3,False,0,6,4,3,False,0,6,4,3,False,0,6,4,3,False,0,6,4,3
DAMIMAS_A21B_0559,train,9,4,0.0,0,0,0,9,0,0,0,8,0,0,0,5,0,0,0,-3,False,False,0,0,0,6,False,0,0,0,5,False,0,0,0,5,False,0,0,0,5,False,0,0,0,5,False,0,0,0,5
DAMIMAS_A21B_0571,train,24,4,0.375,6,7,9,2,3,6,5,1,3,4,5,1,0,-2,0,0,False,False,3,4,5,1,False,3,4,5,1,False,3,4,5,1,False,3,4,5,1,False,3,4,5,1,False,3,4,5,1
DAMIMAS_A21B_0624,train,23,4,0.5217391304347826,6,1,12,4,3,1,8,2,3,1,6,2,0,0,-2,0,False,False,3,1,6,2,False,3,1,6,2,False,3,1,6,2,False,3,1,6,2,False,3,1,6,2,True,3,1,7,3
DAMIMAS_A21B_0656,train,25,4,0.6,4,0,15,6,2,0,9,5,2,0,8,3,0,0,-1,-2,False,True,2,0,8,4,False,2,0,8,3,False,2,0,8,3,False,2,0,8,3,False,2,0,8,3,True,2,0,9,4
DAMIMAS_A21B_0702,train,18,4,0.6666666666666666,2,0,12,4,1,0,5,2,1,0,7,2,0,0,2,0,False,True,1,0,6,2,False,1,0,7,2,False,1,0,7,2,False,1,0,7,2,False,1,0,7,2,False,1,0,7,2
DAMIMAS_A21B_0708,val,28,4,0.5357142857142857,3,3,15,7,1,2,7,4,2,2,9,4,1,0,2,0,False,True,2,2,8,4,False,2,2,9,4,False,2,2,9,4,False,2,2,9,4,False,2,2,9,4,False,2,2,9,5
DAMIMAS_A21B_0723,train,36,4,0.3888888888888889,4,9,14,9,2,4,7,4,2,6,9,6,0,2,2,2,False,False,2,4,8,6,True,2,5,8,5,True,2,5,8,5,True,2,5,8,5,True,2,5,8,5,False,2,6,9,6
DAMIMAS_A21B_0732,train,16,4,0.75,0,0,12,4,0,0,6,4,0,0,7,2,0,0,1,-2,False,False,0,0,6,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2
DAMIMAS_A21B_0737,test,15,4,0.8,0,0,12,3,0,0,5,2,0,0,7,2,0,0,2,0,False,True,0,0,6,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2
DAMIMAS_A21B_0759,val,21,4,0.6666666666666666,0,0,14,7,0,0,6,5,0,0,8,4,0,0,2,-1,False,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4
DAMIMAS_A21B_0774,train,8,4,0.75,1,1,6,0,1,1,6,0,1,1,3,0,0,0,-3,0,False,False,1,1,3,0,False,1,1,3,0,False,1,1,3,0,False,1,1,3,0,False,1,1,3,0,False,0,1,3,0
DAMIMAS_A21B_0778,test,9,4,0.5555555555555556,0,0,5,4,0,0,5,3,0,0,3,2,0,0,-2,-1,False,False,0,0,3,2,False,0,0,3,2,False,0,0,3,2,False,0,0,3,2,False,0,0,3,2,False,0,0,3,2
DAMIMAS_A21B_0810,unknown,46,8,0.6304347826086957,3,5,29,9,1,1,8,4,1,1,9,6,0,0,1,2,False,False,1,1,9,6,False,2,3,15,5,False,2,3,15,5,False,2,3,17,6,False,2,3,15,5,False,2,3,20,7
DAMIMAS_A21B_0811,unknown,48,8,0.75,9,3,36,0,2,1,14,0,2,1,11,0,0,0,-3,0,False,False,2,1,11,0,False,5,2,19,0,False,5,2,19,0,False,5,2,22,0,False,5,2,19,0,False,6,2,25,0
DAMIMAS_A21B_0815,train,51,8,0.6666666666666666,5,9,34,3,1,2,9,2,1,2,11,2,0,0,2,0,False,False,1,2,11,2,False,3,5,18,2,False,3,5,18,2,False,3,5,20,2,False,3,5,18,2,False,3,6,23,2
DAMIMAS_A21B_0816,train,45,8,0.5777777777777777,5,13,26,1,1,4,13,1,1,3,8,1,0,-1,-5,0,False,False,1,3,8,1,False,3,7,14,1,False,3,7,14,1,False,3,8,16,1,False,3,7,14,1,False,3,9,18,1
DAMIMAS_A21B_0820,train,47,8,0.7446808510638298,0,12,35,0,0,2,8,0,0,3,11,0,0,1,3,0,False,False,0,3,11,0,False,0,7,19,0,False,0,7,19,0,False,0,7,21,0,False,0,7,19,0,False,0,8,24,0
DAMIMAS_A21B_0823,train,57,8,0.6491228070175439,8,5,37,7,2,1,9,2,2,1,12,4,0,0,3,2,False,False,2,1,12,4,False,4,3,20,4,False,4,3,20,4,False,4,3,22,4,False,4,3,20,4,False,5,3,25,5
DAMIMAS_A21B_0827,train,45,8,0.6888888888888889,5,4,31,5,1,1,8,5,1,1,10,3,0,0,2,-2,False,False,1,1,10,3,False,3,2,16,3,False,3,2,16,3,False,3,2,18,3,False,3,2,16,3,False,3,3,21,4
DAMIMAS_A21B_0830,train,34,8,0.4117647058823529,13,7,14,0,3,2,6,0,3,2,4,0,0,0,-2,0,False,False,3,2,4,0,False,7,4,7,0,False,7,4,7,0,False,7,4,8,0,False,7,4,7,0,False,7,4,9,0
DAMIMAS_A21B_0831,train,52,8,0.5769230769230769,4,9,30,9,1,2,7,3,1,2,10,6,0,0,3,3,False,False,1,2,10,6,False,2,5,16,5,False,2,5,16,5,False,2,5,18,6,False,2,5,16,5,False,2,6,21,7
DAMIMAS_A21B_0834,train,46,8,0.32608695652173914,3,19,15,9,1,6,5,3,1,5,5,6,0,-1,0,3,False,False,1,5,5,6,False,2,10,8,5,False,2,10,8,5,False,2,11,9,6,False,2,10,8,5,False,2,13,10,7
DAMIMAS_A21B_0835,train,43,8,0.8604651162790697,0,0,37,6,0,0,15,4,0,0,12,4,0,0,-3,0,False,False,0,0,12,4,False,0,0,20,3,False,0,0,20,3,False,0,0,22,3,False,0,0,20,3,False,0,0,25,4
DAMIMAS_A21B_0837,train,35,8,0.6571428571428571,9,2,23,1,2,1,9,1,2,1,7,1,0,0,-2,0,False,False,2,1,7,1,False,5,1,12,1,False,5,1,12,1,False,5,1,13,1,False,5,1,12,1,False,5,1,15,1
DAMIMAS_A21B_0838,train,38,8,0.3684210526315789,0,3,14,21,0,1,4,7,0,1,4,13,0,0,0,6,False,False,0,1,4,13,False,0,2,7,11,False,0,2,7,11,False,0,2,8,13,False,0,2,7,11,False,0,2,9,15
DAMIMAS_A21B_0842,train,46,8,0.4782608695652174,8,8,22,8,2,3,7,2,2,2,7,5,0,-1,0,3,False,False,2,2,7,5,False,4,4,12,4,False,4,4,12,4,False,4,5,13,5,False,4,4,12,4,False,5,6,15,6
DAMIMAS_A21B_0844,unknown,45,8,0.5111111111111111,4,14,23,4,1,4,9,2,1,4,7,2,0,0,-2,0,False,False,1,4,7,2,False,2,8,12,2,False,2,8,12,2,False,2,9,14,2,False,2,8,12,2,False,2,10,16,3
DAMIMAS_A21B_0845,val,20,8,0.35,4,0,7,9,1,0,3,4,1,0,2,6,0,0,-1,2,False,False,1,0,2,6,True,2,0,4,5,True,2,0,4,5,True,2,0,4,5,True,2,0,4,5,True,2,0,4,5
DAMIMAS_A21B_0847,test,44,8,0.6590909090909091,5,9,29,1,1,4,10,1,1,2,9,1,0,-2,-1,0,False,False,1,2,9,1,False,3,5,15,1,False,3,5,15,1,False,3,5,17,1,False,3,5,15,1,False,3,6,20,1
DAMIMAS_A21B_0848,val,25,8,0.76,0,6,19,0,0,1,4,0,0,2,6,0,0,1,2,0,False,False,0,2,6,0,False,0,3,10,0,False,0,3,10,0,False,0,3,10,0,False,0,3,10,0,False,0,4,11,0
DAMIMAS_A21B_0851,unknown,51,8,0.6078431372549019,0,17,31,3,0,5,13,3,0,4,10,2,0,-1,-3,-1,False,False,0,4,10,2,False,0,9,16,2,False,0,9,16,2,False,0,10,18,2,False,0,9,16,2,False,0,12,21,2
DAMIMAS_A21B_0853,unknown,31,8,0.5483870967741935,7,6,17,1,2,2,8,1,2,2,5,1,0,0,-3,0,False,False,2,2,5,1,False,4,3,9,1,False,4,3,9,1,False,4,3,9,1,False,4,3,9,1,False,4,4,10,1
LONSUM_A21A_0003,val,15,4,0.4666666666666667,0,0,7,8,0,0,4,6,0,0,4,4,0,0,0,-2,False,True,0,0,4,5,False,0,0,4,4,False,0,0,4,4,False,0,0,4,4,False,0,0,4,4,True,0,0,4,5
LONSUM_A21A_0059,train,18,4,0.7777777777777778,0,0,14,4,0,0,9,2,0,0,7,2,0,0,-2,0,False,True,0,0,8,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,False,0,0,7,2,True,0,0,8,2
LONSUM_A21A_0091,val,16,4,0.9375,0,0,15,1,0,0,10,1,0,0,8,1,0,0,-2,0,False,False,0,0,8,1,False,0,0,8,1,False,0,0,8,1,False,0,0,8,1,False,0,0,8,1,False,0,0,8,1
LONSUM_A21A_0092,train,12,4,1.0,0,0,12,0,0,0,8,0,0,0,6,0,0,0,-2,0,False,False,0,0,6,0,False,0,0,6,0,False,0,0,6,0,False,0,0,6,0,False,0,0,6,0,False,0,0,6,0
LONSUM_A21A_0096,train,8,3,1.0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,-2,0,False,False,0,0,4,0,False,0,0,4,0,False,0,0,4,0,False,0,0,4,0,False,0,0,4,0,False,0,0,4,0
LONSUM_A21A_0099,test,15,4,0.9333333333333333,0,0,14,1,0,0,9,1,0,0,7,1,0,0,-2,0,False,True,0,0,8,1,False,0,0,7,1,False,0,0,7,1,False,0,0,7,1,False,0,0,7,1,True,0,0,8,1
