tree_id,split,domain,side,image_file,label_file,image_exists,label_exists,json_annotation_count,json_bbox_count_field,json_summary_by_side_count,label_line_count,label_parse_error_lines,json_vs_label_count_diff,json_vs_bbox_field_diff,json_vs_summary_side_diff,json_cls0_B1,json_cls1_B2,json_cls2_B3,json_cls3_B4,label_cls0_B1,label_cls1_B2,label_cls2_B3,label_cls3_B4
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0006_3.jpg,DAMIMAS_A21B_0006_3.txt,1,1,4,4,4,4,0,0,0,0,1,0,2,1,1,0,2,1
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0006_4.jpg,DAMIMAS_A21B_0006_4.txt,1,1,5,5,5,5,0,0,0,0,1,0,2,2,1,0,2,2
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0007_1.jpg,DAMIMAS_A21B_0007_1.txt,1,1,7,7,7,7,0,0,0,0,2,1,3,1,2,1,3,1
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0007_2.jpg,DAMIMAS_A21B_0007_2.txt,1,1,8,8,8,8,0,0,0,0,2,0,4,2,2,0,4,2
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0007_3.jpg,DAMIMAS_A21B_0007_3.txt,1,1,7,7,7,7,0,0,0,0,1,2,3,1,1,2,3,1
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0007_4.jpg,DAMIMAS_A21B_0007_4.txt,1,1,7,7,7,7,0,0,0,0,1,1,4,1,1,1,4,1
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0008_1.jpg,DAMIMAS_A21B_0008_1.txt,1,1,4,4,4,4,0,0,0,0,0,2,2,0,0,2,2,0
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0008_2.jpg,DAMIMAS_A21B_0008_2.txt,1,1,6,6,6,6,0,0,0,0,1,3,2,0,1,3,2,0
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0008_3.jpg,DAMIMAS_A21B_0008_3.txt,1,1,5,5,5,5,0,0,0,0,2,1,2,0,2,1,2,0
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0008_4.jpg,DAMIMAS_A21B_0008_4.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0009_1.jpg,DAMIMAS_A21B_0009_1.txt,1,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0009_2.jpg,DAMIMAS_A21B_0009_2.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0009_3.jpg,DAMIMAS_A21B_0009_3.txt,1,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0009_4.jpg,DAMIMAS_A21B_0009_4.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0010_1.jpg,DAMIMAS_A21B_0010_1.txt,1,1,6,6,6,6,0,0,0,0,0,2,2,2,0,2,2,2
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0010_2.jpg,DAMIMAS_A21B_0010_2.txt,1,1,6,6,6,6,0,0,0,0,0,1,3,2,0,1,3,2
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0010_3.jpg,DAMIMAS_A21B_0010_3.txt,1,1,5,5,5,5,0,0,0,0,0,1,3,1,0,1,3,1
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0010_4.jpg,DAMIMAS_A21B_0010_4.txt,1,1,5,5,5,5,0,0,0,0,0,1,3,1,0,1,3,1
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0011_1.jpg,DAMIMAS_A21B_0011_1.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0011_2.jpg,DAMIMAS_A21B_0011_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0011_3.jpg,DAMIMAS_A21B_0011_3.txt,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0011_4.jpg,DAMIMAS_A21B_0011_4.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0012_1.jpg,DAMIMAS_A21B_0012_1.txt,1,1,4,4,4,4,0,0,0,0,1,0,2,1,1,0,2,1
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0012_2.jpg,DAMIMAS_A21B_0012_2.txt,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0012_3.jpg,DAMIMAS_A21B_0012_3.txt,1,1,5,5,5,5,0,0,0,0,1,1,2,1,1,1,2,1
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0012_4.jpg,DAMIMAS_A21B_0012_4.txt,1,1,5,5,5,5,0,0,0,0,1,1,1,2,1,1,1,2
DAMIMAS_A21B_0013,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0013_1.jpg,DAMIMAS_A21B_0013_1.txt,1,1,4,4,4,4,0,0,0,0,0,1,1,2,0,1,1,2
DAMIMAS_A21B_0013,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0013_2.jpg,DAMIMAS_A21B_0013_2.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0013,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0013_3.jpg,DAMIMAS_A21B_0013_3.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0013,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0013_4.jpg,DAMIMAS_A21B_0013_4.txt,1,1,4,4,4,4,0,0,0,0,0,1,1,2,0,1,1,2
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0014_1.jpg,DAMIMAS_A21B_0014_1.txt,1,1,5,5,5,5,0,0,0,0,0,1,1,3,0,1,1,3
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0014_2.jpg,DAMIMAS_A21B_0014_2.txt,1,1,5,5,5,5,0,0,0,0,0,1,3,1,0,1,3,1
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0014_3.jpg,DAMIMAS_A21B_0014_3.txt,1,1,4,4,4,4,0,0,0,0,1,0,3,0,1,0,3,0
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0014_4.jpg,DAMIMAS_A21B_0014_4.txt,1,1,4,4,4,4,0,0,0,0,1,0,1,2,1,0,1,2
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0015_1.jpg,DAMIMAS_A21B_0015_1.txt,1,1,7,7,7,7,0,0,0,0,1,0,4,2,1,0,4,2
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0015_2.jpg,DAMIMAS_A21B_0015_2.txt,1,1,6,6,6,6,0,0,0,0,1,0,4,1,1,0,4,1
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0015_3.jpg,DAMIMAS_A21B_0015_3.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0015_4.jpg,DAMIMAS_A21B_0015_4.txt,1,1,7,7,7,7,0,0,0,0,0,1,3,3,0,1,3,3
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0016_1.jpg,DAMIMAS_A21B_0016_1.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0016_2.jpg,DAMIMAS_A21B_0016_2.txt,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0016_3.jpg,DAMIMAS_A21B_0016_3.txt,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0016_4.jpg,DAMIMAS_A21B_0016_4.txt,1,1,2,2,2,2,0,0,0,0,1,0,1,0,1,0,1,0
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0017_1.jpg,DAMIMAS_A21B_0017_1.txt,1,1,5,5,5,5,0,0,0,0,0,0,2,3,0,0,2,3
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0017_2.jpg,DAMIMAS_A21B_0017_2.txt,1,1,4,4,4,4,0,0,0,0,0,0,2,2,0,0,2,2
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0017_3.jpg,DAMIMAS_A21B_0017_3.txt,1,1,4,4,4,4,0,0,0,0,0,1,1,2,0,1,1,2
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0017_4.jpg,DAMIMAS_A21B_0017_4.txt,1,1,4,4,4,4,0,0,0,0,0,1,1,2,0,1,1,2
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0018_1.jpg,DAMIMAS_A21B_0018_1.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0018_2.jpg,DAMIMAS_A21B_0018_2.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0018_3.jpg,DAMIMAS_A21B_0018_3.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0018_4.jpg,DAMIMAS_A21B_0018_4.txt,1,1,2,2,2,2,0,0,0,0,1,0,1,0,1,0,1,0
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0019_1.jpg,DAMIMAS_A21B_0019_1.txt,1,1,6,6,6,6,0,0,0,0,1,0,3,2,1,0,3,2
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0019_2.jpg,DAMIMAS_A21B_0019_2.txt,1,1,7,7,7,7,0,0,0,0,2,0,4,1,2,0,4,1
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0019_3.jpg,DAMIMAS_A21B_0019_3.txt,1,1,6,6,6,6,0,0,0,0,1,0,4,1,1,0,4,1
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0019_4.jpg,DAMIMAS_A21B_0019_4.txt,1,1,6,6,6,6,0,0,0,0,0,0,4,2,0,0,4,2
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0020_1.jpg,DAMIMAS_A21B_0020_1.txt,1,1,4,4,4,4,0,0,0,0,0,1,1,2,0,1,1,2
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0020_2.jpg,DAMIMAS_A21B_0020_2.txt,1,1,4,4,4,4,0,0,0,0,0,1,2,1,0,1,2,1
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0020_3.jpg,DAMIMAS_A21B_0020_3.txt,1,1,4,4,4,4,0,0,0,0,1,0,2,1,1,0,2,1
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0020_4.jpg,DAMIMAS_A21B_0020_4.txt,1,1,4,4,4,4,0,0,0,0,1,0,2,1,1,0,2,1
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0021_1.jpg,DAMIMAS_A21B_0021_1.txt,1,1,5,5,5,5,0,0,0,0,1,0,3,1,1,0,3,1
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0021_2.jpg,DAMIMAS_A21B_0021_2.txt,1,1,4,4,4,4,0,0,0,0,2,0,1,1,2,0,1,1
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0021_3.jpg,DAMIMAS_A21B_0021_3.txt,1,1,6,6,6,6,0,0,0,0,2,0,2,2,2,0,2,2
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0021_4.jpg,DAMIMAS_A21B_0021_4.txt,1,1,6,6,6,6,0,0,0,0,1,0,3,2,1,0,3,2
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0022_1.jpg,DAMIMAS_A21B_0022_1.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0022_2.jpg,DAMIMAS_A21B_0022_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0022_3.jpg,DAMIMAS_A21B_0022_3.txt,1,1,3,3,3,3,0,0,0,0,0,1,2,0,0,1,2,0
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0022_4.jpg,DAMIMAS_A21B_0022_4.txt,1,1,3,3,3,3,0,0,0,0,0,1,1,1,0,1,1,1
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0023_1.jpg,DAMIMAS_A21B_0023_1.txt,1,1,3,3,3,3,0,0,0,0,1,1,1,0,1,1,1,0
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0023_2.jpg,DAMIMAS_A21B_0023_2.txt,1,1,4,4,4,4,0,0,0,0,1,1,2,0,1,1,2,0
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0023_3.jpg,DAMIMAS_A21B_0023_3.txt,1,1,5,5,5,5,0,0,0,0,0,2,3,0,0,2,3,0
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0023_4.jpg,DAMIMAS_A21B_0023_4.txt,1,1,4,4,4,4,0,0,0,0,0,2,2,0,0,2,2,0
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0024_1.jpg,DAMIMAS_A21B_0024_1.txt,1,1,5,5,5,5,0,0,0,0,1,0,3,1,1,0,3,1
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0024_2.jpg,DAMIMAS_A21B_0024_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0024_3.jpg,DAMIMAS_A21B_0024_3.txt,1,1,5,5,5,5,0,0,0,0,1,0,2,2,1,0,2,2
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0024_4.jpg,DAMIMAS_A21B_0024_4.txt,1,1,5,5,5,5,0,0,0,0,1,0,2,2,1,0,2,2
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0025_1.jpg,DAMIMAS_A21B_0025_1.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0025_2.jpg,DAMIMAS_A21B_0025_2.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0025_3.jpg,DAMIMAS_A21B_0025_3.txt,1,1,3,3,3,3,0,0,0,0,1,1,1,0,1,1,1,0
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0025_4.jpg,DAMIMAS_A21B_0025_4.txt,1,1,3,3,3,3,0,0,0,0,0,1,2,0,0,1,2,0
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0026_1.jpg,DAMIMAS_A21B_0026_1.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0026_2.jpg,DAMIMAS_A21B_0026_2.txt,1,1,3,3,3,3,0,0,0,0,0,1,1,1,0,1,1,1
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0026_3.jpg,DAMIMAS_A21B_0026_3.txt,1,1,4,4,4,4,0,0,0,0,0,1,2,1,0,1,2,1
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0026_4.jpg,DAMIMAS_A21B_0026_4.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0027_1.jpg,DAMIMAS_A21B_0027_1.txt,1,1,4,4,4,4,0,0,0,0,1,0,3,0,1,0,3,0
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0027_2.jpg,DAMIMAS_A21B_0027_2.txt,1,1,7,7,7,7,0,0,0,0,2,0,3,2,2,0,3,2
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0027_3.jpg,DAMIMAS_A21B_0027_3.txt,1,1,5,5,5,5,0,0,0,0,2,0,2,1,2,0,2,1
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0027_4.jpg,DAMIMAS_A21B_0027_4.txt,1,1,5,5,5,5,0,0,0,0,2,0,3,0,2,0,3,0
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0028_1.jpg,DAMIMAS_A21B_0028_1.txt,1,1,5,5,5,5,0,0,0,0,0,0,2,3,0,0,2,3
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0028_2.jpg,DAMIMAS_A21B_0028_2.txt,1,1,6,6,6,6,0,0,0,0,0,0,4,2,0,0,4,2
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0028_3.jpg,DAMIMAS_A21B_0028_3.txt,1,1,6,6,6,6,0,0,0,0,0,0,3,3,0,0,3,3
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0028_4.jpg,DAMIMAS_A21B_0028_4.txt,1,1,4,4,4,4,0,0,0,0,0,1,2,1,0,1,2,1
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0029_1.jpg,DAMIMAS_A21B_0029_1.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0029_2.jpg,DAMIMAS_A21B_0029_2.txt,1,1,6,6,6,6,0,0,0,0,0,2,2,2,0,2,2,2
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0029_3.jpg,DAMIMAS_A21B_0029_3.txt,1,1,5,5,5,5,0,0,0,0,0,2,2,1,0,2,2,1
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0029_4.jpg,DAMIMAS_A21B_0029_4.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0030_1.jpg,DAMIMAS_A21B_0030_1.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0030_2.jpg,DAMIMAS_A21B_0030_2.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0030_3.jpg,DAMIMAS_A21B_0030_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,2,2,0,0,2,2
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0030_4.jpg,DAMIMAS_A21B_0030_4.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0031_1.jpg,DAMIMAS_A21B_0031_1.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0031_2.jpg,DAMIMAS_A21B_0031_2.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0031_3.jpg,DAMIMAS_A21B_0031_3.txt,1,1,3,3,3,3,0,0,0,0,0,1,2,0,0,1,2,0
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0031_4.jpg,DAMIMAS_A21B_0031_4.txt,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0032_1.jpg,DAMIMAS_A21B_0032_1.txt,1,1,5,5,5,5,0,0,0,0,1,0,3,1,1,0,3,1
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0032_2.jpg,DAMIMAS_A21B_0032_2.txt,1,1,5,5,5,5,0,0,0,0,1,0,3,1,1,0,3,1
