tree_id,split,domain,side,side_index,width,height,bbox_count_field,bbox_count_from_annotations,summary_by_side_count
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0014,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0015,test,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_3,2,960,1280,1,1,1
DAMIMAS_A21B_0016,train,DAMIMAS,sisi_4,3,960,1280,2,2,2
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0017,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0018,train,DAMIMAS,sisi_4,3,960,1280,2,2,2
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0019,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0020,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0021,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0022,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0023,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0024,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0025,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0026,val,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0027,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0028,val,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0029,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0030,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0031,train,DAMIMAS,sisi_4,3,960,1280,1,1,1
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0032,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0033,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0033,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0033,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0033,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,960,1280,8,8,8
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0046,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0046,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0046,test,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0046,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0047,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0047,val,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0047,val,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0047,val,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0048,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0048,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0048,val,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0048,val,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0049,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0049,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0049,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0049,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0050,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0050,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0050,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0050,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0051,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0051,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0051,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0051,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0052,train,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0052,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0052,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0052,train,DAMIMAS,sisi_4,3,960,1280,8,8,8
DAMIMAS_A21B_0053,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0053,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0053,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0053,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0054,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0054,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0054,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0054,test,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0055,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0055,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0055,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0055,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0056,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0056,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0056,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0056,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0057,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0057,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0057,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0057,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0058,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0058,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0058,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0058,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0059,test,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0059,test,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0059,test,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0059,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0060,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0060,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0060,val,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0060,val,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0061,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0061,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0061,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0061,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0062,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0062,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0062,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0062,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0063,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0063,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0063,val,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0063,val,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0064,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0064,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0064,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0064,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0065,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0065,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0065,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0065,train,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0066,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0066,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0066,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0066,train,DAMIMAS,sisi_4,3,960,1280,8,8,8
DAMIMAS_A21B_0067,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0067,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0067,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0067,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0068,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0068,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0068,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0068,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0069,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0069,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0069,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0069,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0070,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0070,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0070,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0070,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0071,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0071,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0071,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0071,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0072,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0072,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0072,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0072,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0073,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0073,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0073,test,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0073,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0074,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0074,train,DAMIMAS,sisi_2,1,960,1280,0,0,0
DAMIMAS_A21B_0074,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0074,train,DAMIMAS,sisi_4,3,960,1280,0,0,0
DAMIMAS_A21B_0075,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0075,train,DAMIMAS,sisi_2,1,960,1280,8,8,8
DAMIMAS_A21B_0075,train,DAMIMAS,sisi_3,2,960,1280,8,8,8
DAMIMAS_A21B_0075,train,DAMIMAS,sisi_4,3,960,1280,9,9,9
DAMIMAS_A21B_0076,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0076,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0076,test,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0076,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0077,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0077,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0077,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0077,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0078,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0078,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0078,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0078,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0079,train,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0079,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0079,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
