tree_id,split,domain,side,side_index,box_index,class_id,class_name,x_center,y_center,w_norm,h_norm,area_norm
DAMIMAS_A21B_0002,train,DAMIMAS,sisi_4,3,1,2,B3,0.305729,0.445313,0.126042,0.114062,0.014376602603999998
DAMIMAS_A21B_0002,train,DAMIMAS,sisi_4,3,2,2,B3,0.378646,0.378516,0.115625,0.075781,0.008762178125
DAMIMAS_A21B_0002,train,DAMIMAS,sisi_4,3,3,3,B4,0.667708,0.369141,0.06875,0.036719,0.0025244312500000005
DAMIMAS_A21B_0002,train,DAMIMAS,sisi_4,3,4,3,B4,0.497396,0.317188,0.042708,0.051562,0.002202109896
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_1,0,0,0,B1,0.318229,0.521875,0.148958,0.10625,0.0158267875
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_1,0,1,1,B2,0.610417,0.483984,0.1125,0.108594,0.012216825
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_1,0,2,2,B3,0.3875,0.459375,0.11875,0.104688,0.0124317
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_1,0,3,2,B3,0.552083,0.420312,0.064583,0.096875,0.006256478125
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_1,0,4,2,B3,0.679688,0.428125,0.051042,0.089063,0.004545953646
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_2,1,0,0,B1,0.593229,0.433203,0.119792,0.111719,0.013383042448
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_2,1,1,1,B2,0.307812,0.480078,0.053125,0.055469,0.0029467906249999996
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_2,1,2,2,B3,0.652604,0.356641,0.065625,0.047656,0.003127425
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_2,1,3,2,B3,0.415104,0.420312,0.138542,0.114062,0.015802377604
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_2,1,4,2,B3,0.317188,0.433203,0.059375,0.055469,0.0032934718749999996
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_3,2,0,2,B3,0.661458,0.463672,0.10625,0.078906,0.008383762500000001
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_3,2,1,2,B3,0.538542,0.473828,0.152083,0.132031,0.020079670573000002
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_3,2,2,3,B4,0.406771,0.442969,0.115625,0.076563,0.008852596875
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_3,2,3,2,B3,0.325521,0.478125,0.065625,0.065625,0.004306640625
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_3,2,4,1,B2,0.455729,0.533594,0.113542,0.09375,0.0106445625
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_4,3,0,1,B2,0.724479,0.44375,0.148958,0.1125,0.016757775000000003
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_4,3,1,2,B3,0.602083,0.420703,0.120833,0.111719,0.013499341926999999
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_4,3,2,2,B3,0.340625,0.409766,0.147917,0.114844,0.016987379948
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_4,3,3,1,B2,0.282292,0.457422,0.127083,0.114844,0.014594720052
DAMIMAS_A21B_0003,train,DAMIMAS,sisi_4,3,4,3,B4,0.649479,0.336719,0.098958,0.08125,0.008040337500000001
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_1,0,0,2,B3,0.325521,0.459375,0.132292,0.092188,0.012195734896
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_1,0,1,2,B3,0.430208,0.426172,0.116667,0.089844,0.010481829948
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_1,0,2,2,B3,0.550521,0.399609,0.109375,0.083594,0.009143093750000001
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_1,0,3,2,B3,0.663021,0.4,0.096875,0.076563,0.007417040625000001
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_2,1,0,2,B3,0.372396,0.479297,0.113542,0.116406,0.013216970052
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_2,1,1,2,B3,0.4875,0.485547,0.110417,0.111719,0.012335676823
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_2,1,2,2,B3,0.60625,0.488672,0.110417,0.108594,0.011990623698
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_3,2,0,2,B3,0.376563,0.514453,0.117708,0.077344,0.009104007551999999
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_3,2,1,2,B3,0.588021,0.467969,0.092708,0.095312,0.008836184895999999
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_3,2,2,2,B3,0.483333,0.484766,0.102083,0.086719,0.008852535677
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_3,2,3,2,B3,0.296875,0.472656,0.072917,0.060937,0.004443343228999999
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_4,3,0,2,B3,0.692187,0.492969,0.126042,0.1,0.0126042
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_4,3,1,2,B3,0.576042,0.433984,0.10625,0.072656,0.0077196999999999995
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_4,3,2,2,B3,0.46875,0.455859,0.079167,0.069531,0.005504560677
DAMIMAS_A21B_0004,train,DAMIMAS,sisi_4,3,3,2,B3,0.314583,0.462109,0.095833,0.078906,0.0075617986980000005
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_1,0,0,1,B2,0.315625,0.494922,0.160417,0.099219,0.015916414323000002
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_1,0,1,2,B3,0.441146,0.430469,0.109375,0.073438,0.00803228125
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_1,0,2,2,B3,0.654687,0.448047,0.092708,0.072656,0.006735792448
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_1,0,3,0,B1,0.740104,0.485156,0.044792,0.045312,0.002029615104
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_2,1,0,2,B3,0.460938,0.423828,0.096875,0.085156,0.0082494875
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_2,1,1,1,B2,0.283333,0.460156,0.127083,0.104688,0.013304065104
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_3,2,0,2,B3,0.309896,0.44375,0.101042,0.079687,0.008051733854
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_3,2,1,1,B2,0.470313,0.453516,0.123958,0.116406,0.014429454948
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_3,2,2,3,B4,0.572917,0.394531,0.091667,0.060937,0.005585911979
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_3,2,3,2,B3,0.660417,0.420703,0.060417,0.033594,0.002029648698
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_3,2,4,1,B2,0.673958,0.501563,0.08125,0.073438,0.005966837500000001
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_4,3,0,0,B1,0.479687,0.479687,0.136458,0.121875,0.016630818749999998
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_4,3,1,1,B2,0.326562,0.474219,0.132292,0.095312,0.012609015103999999
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_4,3,2,2,B3,0.608333,0.432031,0.1125,0.084375,0.0094921875
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_4,3,3,3,B4,0.447917,0.387109,0.104167,0.046094,0.004801473698
DAMIMAS_A21B_0005,test,DAMIMAS,sisi_4,3,4,1,B2,0.691146,0.467578,0.078125,0.069531,0.005432109375
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_1,0,0,2,B3,0.535937,0.522266,0.088542,0.088281,0.007816576302
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_1,0,1,3,B4,0.431771,0.497656,0.117708,0.101563,0.011954777603999999
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_1,0,2,2,B3,0.328125,0.540625,0.05,0.04375,0.0021874999999999998
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_1,0,3,3,B4,0.632813,0.455078,0.092708,0.089844,0.008329257552
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_2,1,0,2,B3,0.418229,0.492969,0.126042,0.084375,0.01063479375
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_2,1,1,2,B3,0.620833,0.444922,0.0625,0.077344,0.004834
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_2,1,2,3,B4,0.492188,0.436328,0.103125,0.092969,0.009587428124999998
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_3,2,0,0,B1,0.414583,0.442969,0.152083,0.095312,0.014495334895999998
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_3,2,1,2,B3,0.669271,0.421094,0.094792,0.089063,0.008442459896000001
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_3,2,2,2,B3,0.563021,0.403516,0.084375,0.092969,0.007844259375
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_3,2,3,3,B4,0.663542,0.344922,0.079167,0.063281,0.005009766927000001
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,3,0,0,B1,0.685417,0.26875,0.125,0.126562,0.01582025
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,3,1,2,B3,0.585938,0.269141,0.080208,0.102344,0.008208807552
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,3,2,2,B3,0.296354,0.307031,0.101042,0.089063,0.008999103646000001
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,3,3,3,B4,0.35,0.223828,0.1125,0.107031,0.012040987500000001
DAMIMAS_A21B_0006,train,DAMIMAS,sisi_4,3,4,3,B4,0.596875,0.202344,0.054167,0.092188,0.004993547396
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,0,0,B1,0.675,0.482812,0.102083,0.09375,0.00957028125
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,1,0,B1,0.315104,0.515625,0.090625,0.079687,0.007221634374999999
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,2,3,B4,0.475,0.389844,0.116667,0.082812,0.009661427604
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,3,2,B3,0.366667,0.464844,0.133333,0.098437,0.013124900521
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,4,2,B3,0.619271,0.4125,0.105208,0.1,0.0105208
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,5,1,B2,0.547396,0.510547,0.088542,0.074219,0.006571498697999999
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_1,0,6,2,B3,0.685937,0.420703,0.090625,0.052344,0.004743675
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,0,0,B1,0.304688,0.523047,0.121875,0.100781,0.012282684374999998
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,1,2,B3,0.345833,0.454688,0.147917,0.135937,0.020107393229
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,2,0,B1,0.531771,0.483203,0.103125,0.077344,0.0079761
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,3,2,B3,0.446875,0.382031,0.104167,0.103125,0.010742221875
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,4,2,B3,0.61875,0.422656,0.120833,0.125,0.015104125
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,5,2,B3,0.710417,0.448828,0.08125,0.092969,0.00755373125
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,6,3,B4,0.332292,0.367188,0.085417,0.060937,0.005205055729
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_2,1,7,3,B4,0.677083,0.376953,0.077083,0.058594,0.004516601302
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,0,0,B1,0.559896,0.45,0.109375,0.095312,0.01042475
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,1,1,B2,0.369271,0.455469,0.157292,0.11875,0.018678425
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,2,1,B2,0.711458,0.465625,0.095833,0.079687,0.007636644271
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,3,2,B3,0.658854,0.394531,0.123958,0.115625,0.01433264375
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,4,2,B3,0.364583,0.359766,0.120833,0.083594,0.010100913802
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,5,2,B3,0.486458,0.3875,0.114583,0.107813,0.012353536979000001
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_3,2,6,3,B4,0.580729,0.290625,0.107292,0.085938,0.009220459896
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,0,0,B1,0.406771,0.507813,0.117708,0.098437,0.011586822395999999
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,1,2,B3,0.519792,0.459375,0.104167,0.085938,0.008951903645999999
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,2,2,B3,0.394792,0.437891,0.1125,0.057031,0.0064159875
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,3,1,B2,0.639062,0.480859,0.071875,0.049219,0.0035376156249999997
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,4,2,B3,0.634375,0.444922,0.075,0.047656,0.0035741999999999996
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,5,3,B4,0.486458,0.396094,0.06875,0.046875,0.0032226562500000003
DAMIMAS_A21B_0007,train,DAMIMAS,sisi_4,3,6,2,B3,0.58125,0.416016,0.072917,0.055469,0.004044633073
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_1,0,0,2,B3,0.590625,0.449609,0.0875,0.074219,0.006494162499999999
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_1,0,1,2,B3,0.50625,0.426563,0.08125,0.071875,0.0058398437499999995
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_1,0,2,1,B2,0.401562,0.478125,0.115625,0.08125,0.009394531250000001
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_1,0,3,1,B2,0.325,0.45,0.054167,0.045312,0.0024544151039999997
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,0,0,B1,0.435417,0.582812,0.127083,0.09375,0.01191403125
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,1,1,B2,0.355729,0.541406,0.076042,0.064062,0.004871402604
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,2,2,B3,0.422396,0.507813,0.105208,0.0625,0.0065755
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,3,1,B2,0.535937,0.534766,0.082292,0.078906,0.0064933325520000005
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,4,1,B2,0.613542,0.559766,0.083333,0.077344,0.006445307552
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_2,1,5,2,B3,0.621875,0.511719,0.083333,0.05625,0.00468748125
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,2,0,0,B1,0.634896,0.520703,0.111458,0.077344,0.008620607552
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,2,1,0,B1,0.31875,0.527734,0.120833,0.102344,0.012366532552
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,2,2,1,B2,0.514583,0.501953,0.116667,0.103906,0.012122401302000001
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,2,3,2,B3,0.378646,0.48125,0.117708,0.084375,0.0099316125
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_3,2,4,2,B3,0.581771,0.442969,0.094792,0.079687,0.007553690104
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_4,3,0,0,B1,0.526042,0.555859,0.114583,0.099219,0.011368810677000001
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_4,3,1,2,B3,0.383854,0.530078,0.121875,0.082031,0.009997528125
DAMIMAS_A21B_0008,train,DAMIMAS,sisi_4,3,2,2,B3,0.600521,0.514062,0.132292,0.09375,0.012402375
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_1,0,0,2,B3,0.402604,0.45,0.115625,0.071875,0.008310546875
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_1,0,1,3,B4,0.495833,0.426953,0.041667,0.044531,0.0018554731770000002
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_2,1,0,2,B3,0.606771,0.446875,0.076042,0.073438,0.005584372396
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_2,1,1,3,B4,0.418229,0.442578,0.092708,0.078906,0.0073152174480000005
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_2,1,2,2,B3,0.336458,0.444141,0.041667,0.035156,0.001464845052
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_3,2,0,3,B4,0.590625,0.379688,0.089583,0.082812,0.0074185473959999994
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_3,2,1,2,B3,0.453125,0.405078,0.1,0.110156,0.0110156
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_4,3,0,2,B3,0.497917,0.401562,0.070833,0.084375,0.005976534375
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_4,3,1,3,B4,0.597917,0.390234,0.054167,0.066406,0.0035970138020000003
DAMIMAS_A21B_0009,train,DAMIMAS,sisi_4,3,2,2,B3,0.649479,0.426563,0.036458,0.051562,0.0018798473959999997
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,0,1,B2,0.320313,0.517578,0.098958,0.082031,0.008117623698
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,1,1,B2,0.670312,0.491797,0.084375,0.107031,0.009030740625
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,2,2,B3,0.557292,0.466016,0.129167,0.097656,0.012613932552
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,3,2,B3,0.409375,0.488281,0.095833,0.08125,0.007786431250000001
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,4,3,B4,0.341146,0.44375,0.036458,0.0375,0.0013671749999999998
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_1,0,5,3,B4,0.646875,0.404687,0.089583,0.059375,0.005318990625
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,0,1,B2,0.520833,0.523438,0.114583,0.1,0.011458300000000001
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,1,2,B3,0.635938,0.5,0.071875,0.082812,0.0059521125
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,2,2,B3,0.352083,0.498047,0.058333,0.058594,0.0034179638020000003
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,3,2,B3,0.401042,0.486719,0.039583,0.053125,0.0021028468749999998
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,4,3,B4,0.544271,0.450391,0.080208,0.047656,0.003822392448
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_2,1,5,3,B4,0.382292,0.442188,0.054167,0.048438,0.002623741146
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,2,0,1,B2,0.634896,0.505469,0.059375,0.079687,0.004731415625
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,2,1,2,B3,0.474479,0.485547,0.088542,0.092969,0.008231661198
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,2,2,2,B3,0.589583,0.462891,0.060417,0.082031,0.0049560669270000005
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,2,3,2,B3,0.35625,0.476563,0.064583,0.060937,0.003935494271
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_3,2,4,3,B4,0.497917,0.417969,0.066667,0.042188,0.0028125473960000005
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,3,0,1,B2,0.352083,0.515234,0.09375,0.092969,0.00871584375
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,3,1,2,B3,0.472396,0.494922,0.115625,0.107031,0.012375459375
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,3,2,2,B3,0.605729,0.484375,0.076042,0.09375,0.0071289375
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,3,3,2,B3,0.654687,0.512109,0.059375,0.064844,0.0038501125
DAMIMAS_A21B_0010,train,DAMIMAS,sisi_4,3,4,3,B4,0.409896,0.427734,0.053125,0.033594,0.0017846812499999999
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_1,0,0,0,B1,0.639583,0.549219,0.085417,0.1,0.008541700000000001
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_1,0,1,2,B3,0.544271,0.522656,0.086458,0.082812,0.007159759895999999
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_1,0,2,2,B3,0.389062,0.547656,0.098958,0.064062,0.006339447396
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,1,0,2,B3,0.621354,0.543359,0.076042,0.067969,0.005168498698
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,1,1,2,B3,0.366667,0.558203,0.079167,0.071094,0.005628298698
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,1,2,3,B4,0.402604,0.504687,0.061458,0.046875,0.0028808437499999997
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,1,3,2,B3,0.543229,0.517188,0.069792,0.059375,0.0041439
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_2,1,4,2,B3,0.466667,0.543359,0.066667,0.050781,0.0033854169270000002
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_3,2,0,2,B3,0.545833,0.471875,0.072917,0.060937,0.004443343228999999
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_3,2,1,2,B3,0.394271,0.483203,0.084375,0.064844,0.0054712125
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_4,3,0,0,B1,0.431771,0.503906,0.098958,0.08125,0.008040337500000001
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_4,3,1,2,B3,0.379688,0.475391,0.078125,0.053906,0.00421140625
DAMIMAS_A21B_0011,train,DAMIMAS,sisi_4,3,2,2,B3,0.531771,0.484375,0.090625,0.085938,0.00778813125
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_1,0,0,0,B1,0.619271,0.60625,0.073958,0.070313,0.005200208854
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_1,0,1,2,B3,0.5625,0.611328,0.09375,0.071094,0.006665062500000001
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_1,0,2,2,B3,0.386979,0.584375,0.086458,0.0625,0.005403625
DAMIMAS_A21B_0012,test,DAMIMAS,sisi_1,0,3,3,B4,0.569792,0.557422,0.066667,0.052344,0.0034896174480000004
